articleID:ID(Article)	title
6833	Principle and Design of a Single-Phase Inverter-Based Grounding System for Neutral-to-Ground Voltage Compensation in Distribution Networks.
6834	Analysis and Suppression of Limit Cycle Oscillation for Transmission System With Backlash Nonlinearity.
6835	Modeling of Eddy-Current Losses of Welded Laminated Electrical Steels.
6836	Autonomous Switched Control of Load Shifting Robot Manipulators.
6837	Automatic Detection of Wind Turbine Blade Surface Cracks Based on UAV-Taken Images.
6838	Enhanced Self-Sensing Capability of Permanent-Magnet Synchronous Machines - A Novel Saliency Modulation Rotor End Approach.
6839	A Novel Valley-Fill Single-Stage Boost-Forward Converter With Optimized Performance in Universal-Line Range for Dimmable LED Lighting.
6840	Principle and Control Design of Active Ground-Fault Arc Suppression Device for Full Compensation of Ground Current.
6841	Efficiency Analysis of MOSFET-Based Air-Choke Resonant DC-DC Step-Up Switched-Capacitor Voltage Multipliers.
6842	H∞-LQR-Based Coordinated Control for Large Coal-Fired Boiler-Turbine Generation Units.
6843	Monitoring the Shape of Satellite Wing Frame Using FBG Sensors in High Electronic Noise, Vacuum, and -196 °C Environment.
6844	Mixed Iterative Adaptive Dynamic Programming for Optimal Battery Energy Control in Smart Residential Microgrids.
6845	Error-Tolerant Iterative Adaptive Dynamic Programming for Optimal Renewable Home Energy Scheduling and Battery Management.
6846	Adaptive Dynamic Programming-Based Optimal Control Scheme for Energy Storage Systems With Solar Renewable Energy.
6847	Power Balancing Investigation of Grid-Side Series-Connected Current Source Inverters in Wind Conversion Systems.
6848	Crosstalk in Circular Arrays of Magnetic Sensors for Current Measurement.
6849	Filters Design Based On Multiple Characteristic Functions for the Grinding Process Cylindrical Workpieces.
6850	Artificial Potential-Based Adaptive H∞ Synchronized Tracking Control for Accommodation Vessel.
6851	Data-Driven Robust Output Tracking Control for Gas Collector Pressure System of Coke Ovens.
6852	An Open Letter to the Members of the IEEE Industrial Electronics Technical Community.
6853	A Virtual Inertia Control Strategy for DC Microgrids Analogized With Virtual Synchronous Machines.
6854	New Technique Trends for Power Converters in Distributed Power Generation Systems - Part I.
6855	Principle and Control of Modified Cascaded NPC-GCI With Variable Topology Ability to Enhance European Efficiency.
6856	Damping Methods for Resonances Caused by LCL-Filter-Based Current-Controlled Grid-Tied Power Inverters - An Overview.
6857	Sliding Mode Control and Observation for Complex Industrial Systems - Part I.
6858	An Improved Resonant Frequency Based Systematic LCL Filter Design Method for Grid-Connected Inverter.
6859	Fixed-Frequency PWM-Controlled Bidirectional Current-Fed Soft-Switching Series-Resonant Converter for Energy Storage Applications.
6860	A Dual-Buck-Boost AC/DC Converter for DC Nanogrid With Three Terminal Outputs.
6861	A High-Efficiency Step-Up Current-Fed Push-Pull Quasi-Resonant Converter With Fewer Components for Fuel Cell Application.
6862	Implementation of an Active-Clamped Current-Fed Push-Pull Converter Employing Parallel-Inductor to Extend ZVS Range for Fuel Cell Application.
6863	A Versatile OCP Control Scheme for Discontinuous Conduction Mode Flyback AC/DC Converters.
6864	Multi-Objective Optimal Design of a Toroidally Wound Radial-Flux Halbach Permanent Magnet Array Limited Angle Torque Motor.
6865	Vibroacoustic Prediction and Mechanism Analysis of Claw Pole Alternators.
6866	Dual-DC-Port Asymmetrical Multilevel Inverters With Reduced Conversion Stages and Enhanced Conversion Efficiency.
6867	Network-Based Data-Driven Filtering With Bounded Noises and Packet Dropouts.
6868	Keyframe Extraction for Human Motion Capture Data Based on Joint Kernel Sparse Representation.
6869	Anti-Islanding Protection Relay for Medium Voltage Feeder With Multiple Distributed Generators.
6870	Robust Stabilization of a Wheeled Mobile Robot Using Model Predictive Control Based on Neurodynamics Optimization.
6871	Wireless Charging System Considering Eddy Current in Cardiac Pacemaker Shell - Theoretical Modeling, Experiments, and Safety Simulations.
6872	A Novel Disturbance Estimation Scheme for Formation Control of Ocean Surface Vessels.
6873	A Structure Simple Controller for Satellite Attitude Tracking Maneuver.
6874	A Zero-Voltage-Transition HERIC-Type Transformerless Photovoltaic Grid-Connected Inverter.
6875	An Improved Zero-Current-Switching Single-Phase Transformerless PV H6 Inverter With Switching Loss-Free.
6876	Hysteresis Compensation Method for Magnetoresistive Sensors Based on Single Polar Controlled Magnetic Field Pulses.
6877	Reagent Addition Control for Stibium Rougher Flotation Based on Sensitive Froth Image Features.
6878	Improved Power Pulsation Suppression of DFIG for Wind Shear and Tower Shadow Effects.
6879	Motion Control for Cylindrical Objects in Microscope&apos;s View Using a Projection Method - I - Collision Detection and Detach Control.
6880	Motion Control for Cylindrical Objects in Microscope&apos;s View Using a Projection Method - II - Collision Avoidance With Reduced Dimensional Guidance.
6881	Space Vector Modulation for Circulating Current Suppression Using Deadbeat Control Strategy in Parallel Three-Level Neutral-Clamped Inverters.
6882	A Reconfigurable TAF-DPS Frequency Synthesizer on FPGA Achieving 2 ppb Frequency Granularity and Two-Cycle Switching Speed.
6883	Control and Performance of Five-Phase Dual Stator-Winding Induction Generator DC Generating System.
6884	Fast Registration Methodology for Fastener Assembly of Large-Scale Structure.
6885	Parallel Resonance Detection and Selective Compensation Control for SAPF With Square-Wave Current Active Injection.
6886	Modeling and Measurement of Magnetic Hysteresis of Soft Magnetic Composite Materials Under Different Magnetizations.
6887	A Decentralized Dynamic Power Sharing Strategy for Hybrid Energy Storage System in Autonomous DC Microgrid.
6888	Hybrid Stator Design of Fault-Tolerant Permanent-Magnet Vernier Machines for Direct-Drive Applications.
6889	Motion Control for Novel Emerging Robotic Devices and Systems.
6890	DOB-Based Neural Control of Flexible Hypersonic Flight Vehicle Considering Wind Effects.
6891	A Decentralized Power Management Strategy for Hybrid Energy Storage System With Autonomous Bus Voltage Restoration and State-of-Charge Recovery.
6892	Adaptive Feedforward Algorithm Without Grid Impedance Estimation for Inverters to Suppress Grid Current Instabilities and Harmonics Due to Grid Impedance and Grid Voltage Distortion.
6893	Self-Learning Control Using Dual Heuristic Programming with Global Laplacian Eigenmaps.
6894	Initial Rotor Position Estimation Using Zero-Sequence Carrier Voltage for Permanent-Magnet Synchronous Machines.
6895	Tunable Bandpass Filter Using a Switched Tunable Diplexer Technique.
6896	Single- and Dual-Band LTCC Filtering Switch With High Isolation Based on Coupling Control.
6897	A Reactive Power Sharing Strategy of VSG Based on Virtual Capacitor Algorithm.
6898	Analytical Prediction and Optimization of Cogging Torque in Surface-Mounted Permanent Magnet Machines With Modified Particle Swarm Optimization.
6899	A 98.3% Efficient GaN Isolated Bidirectional DC-DC Converter for DC Microgrid Energy Storage System Applications.
6900	Parallelization of Fuzzy ARTMAP Architecture on FPGA - Multispectral Classification of ALSAT-2A Images.
6901	A Data-Driven Soft Sensor Modeling Method Based on Deep Learning and its Application.
6902	Uncertainty Management in Lebesgue-Sampling-Based Diagnosis and Prognosis for Lithium-Ion Battery.
6903	High-Speed Position-Sensorless Drive of Permanent-Magnet Machine Using Discrete-Time EMF Estimation.
6904	Disturbance/Uncertainty Estimation and Attenuation Techniques in PMSM Drives - A Survey.
6905	Soft-Switching Dual-Flyback DC-DC Converter With Improved Efficiency and Reduced Output Ripple Current.
6906	Full Speed Region Sensorless Drive of Permanent-Magnet Machine Combining Saliency-Based and Back-EMF-Based Drive.
6907	Nonintrusive Power Measurement Method With Phase Detection for Low-Cost Smart Meters.
6908	A Distributed Algorithm for Economic Dispatch Over Time-Varying Directed Networks With Delays.
6909	A Nonlinear Charge Controller With Tunable Precision for Highly Linear Operation of Piezoelectric Stack Actuators.
6910	Development and Repetitive Learning Control of Lower Limb Exoskeleton Driven by Electrohydraulic Actuators.
6911	A Capacitor Voltage Balancing Strategy With Minimized AC Circulating Current for the DC-DC Modular Multilevel Converter.
6912	Explicit Phase Lead Filter Design in Repetitive Control for Voltage Harmonic Mitigation of VSI-Based Islanded Microgrids.
6913	Distributed Consensus Based Supply-Demand Balance Algorithm for Economic Dispatch Problem in a Smart Grid With Switching Graph.
6914	A Fault-Injection Strategy for Traction Drive Control Systems.
6915	Variational Bayesian Inference for FIR Models With Randomly Missing Measurements.
6916	Design Consideration on the Square-Wave Voltage Injection for Sensorless Drive of Interior Permanent-Magnet Machines.
6917	Hybrid Synchronized PWM Schemes for Closed-Loop Current Control of High-Power Motor Drives.
6918	A Multifunctional Double Pulse Tester for Cascode GaN Devices.
6919	Active Disturbance Rejection Adaptive Control of Hydraulic Servo Systems.
6920	Retrofit Self-Optimizing Control - A Step Forward Toward Real Implementation.
6921	A Novel DC-Power Control Method for Cascaded H-Bridge Multilevel Inverter.
6922	Cyclic Repetitive Control of CVCF PWM DC-AC Converters.
6923	Three-Pronged Compensation and Hysteresis Thresholding for Moving Object Detection in Real-Time Video Surveillance.
6924	Line-to-Line Fault Detection for Photovoltaic Arrays Based on Multiresolution Signal Decomposition and Two-Stage Support Vector Machine.
6925	A Novel Framework for Fault Diagnosis Using Kernel Partial Least Squares Based on an Optimal Preference Matrix.
6926	Trajectory Generation With Spatio-Temporal Templates Learned From Demonstrations.
6927	A Data-Driven Fuzzy Information Granulation Approach for Freight Volume Forecasting.
6928	A 50-kW High-Frequency and High-Efficiency SiC Voltage Source Inverter for More Electric Aircraft.
6929	A Nonlinear Process Monitoring Approach With Locally Weighted Learning of Available Data.
6930	Coordination Task Triggered Formation Control Algorithm for Multiple Marine Vessels.
6931	A Data-Driven Learning Approach for Nonlinear Process Monitoring Based on Available Sensing Measurements.
6932	Diagnosis of Electric Vehicle Batteries Using Recurrent Neural Networks.
6933	Design of a High Starting Torque Single-Phase DC-Excited Flux Switching Machine.
6934	Two-Dimensional Piecewise Behavioral Model for Highly Nonlinear Dual-Band Transmitters.
6935	Configuration Detection of Substation Grounding Grid Using Transient Electromagnetic Method.
6936	Delta-Connected Cascaded H-Bridge Multilevel Converters for Large-Scale Photovoltaic Grid Integration.
6937	Design of Alarm Trippoints for Univariate Analog Process Variables Based on Alarm Probability Plots.
6938	Scheduled Health Monitoring of Hybrid Systems With Multiple Distinct Faults.
6939	Model Parameter Identification for Lithium Batteries Using the Coevolutionary Particle Swarm Optimization Method.
6940	Active Vibration Control of Magnetically Suspended Wheel Using Active Shaft Deflection.
6941	Synchroextracting Transform.
6942	Derivation of Voltage Source Multilevel Converter Topologies.
6943	Sliding Mode Observer-Based Heading Control for a Gliding Robotic Dolphin.
6944	Active Disturbance Rejection Control for the Ranger Neutral Buoyancy Vehicle - A Delta Operator Approach.
6945	Efficient High Utility Pattern Mining for Establishing Manufacturing Plans With Sliding Window Control.
6946	A New Approach for Photovoltaic Arrays Modeling and Maximum Power Point Estimation in Real Operating Conditions.
6947	An Investigation of Motor Topology Impacts on Magnet Defect Fault Signatures.
6948	Optimal Input and Quantization Interval for Quantized Feedback System With Variable Quantizer.
6949	A Single-Phase Grid-Connected Photovoltaic Inverter Based on a Three-Switch Three-Port Flyback With Series Power Decoupling Circuit.
6950	Investigation and Simulation on Magnetic Hysteresis Properties of Magnetorheological Fluid.
6951	Hybrid Space Vector Modulation Strategy for Torque Ripple Minimization in Three-Phase Four-Switch Inverter-Fed PMSM Drives.
6952	The Comparisons of Optimized Extended Kalman Filters for Speed-Sensorless Control of Induction Motors.
6953	A Frog-Shaped Linear Piezoelectric Actuator Using First-Order Longitudinal Vibration Mode.
6954	Comprehensive Correlation Analysis of Industrial Process.
6955	Observation and Detection for a Class of Industrial Systems.
6956	Multiple-Vector Model Predictive Power Control for Grid-Tied Wind Turbine System With Enhanced Steady-State Control Performance.
6957	Visual Servoing of Nonholonomic Mobile Robots With Uncalibrated Camera-to-Robot Parameters.
6958	A Rapid Vibration Reduction Method for Macro-Micro Composite Precision Positioning Stage.
6959	Data-Driven Optimal Consensus Control for Discrete-Time Multi-Agent Systems With Unknown Dynamics Using Reinforcement Learning Method.
6960	A High-Efficiency Quasi-Two-Stage LED Driver With Multichannel Outputs.
6961	Incipient Voltage Sensor Fault Isolation for Rectifier in Railway Electrical Traction Systems.
6962	Intermittent Connection Fault Diagnosis for CAN Using Data Link Layer Information.
6963	Improved Realtime State-of-Charge Estimation of LiFePO 4 Battery Based on a Novel Thermoelectric Model.
6964	Measurement of Three-Dimensional Magnetic Properties With Feedback Control and Harmonic Compensation.
6965	Adaptive Neural Network Based Variable Stiffness Control of Uncertain Robotic Systems Using Disturbance Observer.
6966	Development of a Virtual Platform for Telepresence Control of an Underwater Manipulator Mounted on a Submersible Vehicle.
6967	Distributed Optimal Active Power Dispatch Under Constraints for Smart Grids.
6968	π Model AC-AC Converter With Controllable Phase and Amplitude.
6969	Electrospinning Sedimentary Microstructure Feedback Control by Tuning Substrate Linear Machine Velocity.
6970	Data-Driven Modeling Using Improved Multi-Objective Optimization Based Neural Network for Coke Furnace System.
6971	A Coordinate Control Strategy for Circulating Current Suppression in Multiparalleled Three-Phase Inverters.
6972	A Simplified Branch and Bound Approach for Model Predictive Control of Multilevel Cascaded H-Bridge STATCOM.
6973	Online Identification of Power System Equivalent Inertia Constant.
6974	Operation and Performance of Resonant Modular Multilevel Converter With Flexible Step Ratio.
6975	A Magnetic Coupling Based Gate Driver for Crosstalk Suppression of SiC MOSFETs.
6976	Robust Adaptive Fault-Tolerant Control for a Class of Unknown Nonlinear Systems.
6977	A Robust Flywheel Energy Storage System Discharge Strategy for Wide Speed Range Operation.
6978	Common-Mode EMI Noise Modeling and Reduction With Balance Technique for Three-Level Neutral Point Clamped Topology.
6979	Active Model-Based Control for Pneumatic Artificial Muscle.
6980	Power Management Comparison for a Dual-Motor-Propulsion System Used in a Battery Electric Bus.
6981	GaN-Based Dual-Mode Wireless Power Transfer Using Multifrequency Programmed Pulse Width Modulation.
6982	A Data-Driven Hybrid ARX and Markov Chain Modeling Approach to Process Identification With Time-Varying Time Delays.
6983	Analysis of Consensus-Based Distributed Economic Dispatch Under Stealthy Attacks.
6984	Brain-Machine Interfacing-Based Teleoperation of Multiple Coordinated Mobile Robots.
6985	A New FXLMS Algorithm With Offline and Online Secondary-Path Modeling Scheme for Active Noise Control of Power Transformers.
6986	Design and Optimization of a New Magnetic-Geared Pole-Changing Hybrid Excitation Machine.
6987	Neutral Point Voltage Ripple Suppression for a Three-Phase Four-Wire Inverter With an Independently Controlled Neutral Module.
6988	A Modular Multilevel DC-Link Front-to-Front DC Solid-State Transformer Based on High-Frequency Dual Active Phase Shift for HVDC Grid Integration.
6989	Fusion Kalman/UFIR Filter for State Estimation With Uncertain Parameters and Noise Statistics.
6990	Hybrid Bidirectional Wireless EV Charging System Tolerant to Pad Misalignment.
6991	Multicontroller Positioning Strategy for a Pneumatic Servo System Via Pressure Feedback.
6992	Fractional Phase Lead Compensation RC for an Inverter - Analysis, Design, and Verification.
6993	Design and Analysis of a Novel Bearingless Flux-Switching Permanent Magnet Motor.
6994	A High-Efficiency Hybrid Resonant Converter With Wide-Input Regulation for Photovoltaic Applications.
6995	Simultaneous Phase- and Frequency-Tunable Hybrid Coupler.
6996	Experimental Investigations of Resonance Vibration Control for Noncollocated AMB Flexible Rotor Systems.
6997	Identification and Trajectory Tracking Control of Nonlinear Singularly Perturbed Systems.
6998	Power-Electronics-Enabled Autonomous Power Systems - Architecture and Technical Routes.
6999	Power-Electronics-Enabled Autonomous Power Systems.
7000	Charging Time Control of Wireless Power Transfer Systems Without Using Mutual Coupling Information and Wireless Communication System.
7001	Current-Limiting Droop Control of Grid-Connected Inverters.
7002	Beijing Converters - Bridge Converters With a Capacitor Added to Reduce Leakage Currents, DC-Bus Voltage Ripples, and Total Capacitance Required.
7003	Precise Position Synchronous Control for Multi-Axis Servo Systems.
7004	UDE-Based Robust Droop Control of Inverters in Parallel Operation.
7005	A Probabilistic Approach to Robust Fault Detection for a Class of Nonlinear Systems.
7006	A Novel High-Speed Jet Dispenser Driven by Double Piezoelectric Stacks.
7007	Microphone-Based Vibration Sensor for UGS Applications.
7008	Data-Driven Robust RVFLNs Modeling of a Blast Furnace Iron-Making Process Using Cauchy Distribution Weighted M-Estimation.
7009	Torque Ripple Minimization of Predictive Torque Control for PMSM With Extended Control Set.
7010	Device Technologies of GaN-on-Si for Power Electronics - Enhancement-Mode Hybrid MOS-HFET and Lateral Diode.
7011	Effects of Notch Filters on Imbalance Rejection With Heteropolar and Homopolar Magnetic Bearings in a 30-kW 60 000-r/min Motor.
7012	Remedial Field-Oriented Control of Five-Phase Fault-Tolerant Permanent-Magnet Motor by Using Reduced-Order Transformation Matrices.
7013	Research on Initial Rotor Position Estimation and Anti-Reverse Startup Methods for DSEM.
7014	Integration of Large Photovoltaic and Wind System by Means of Smart Transformer.
7015	Zero-Sequence Voltage Modulation Strategy for Multiparallel Converters Circulating Current Suppression.
7016	A Solution to Press-Pack Packaging of SiC MOSFETS.
7017	A Flexure-Based Parallel Actuation Dual-Stage System for Large-Stroke Nanopositioning.
7018	Adaptive Servomechanism of Pneumatic Muscle Actuators With Uncertainties.
7019	Design and Multicondition Comparison of Two Outer-Rotor Flux-Switching Permanent-Magnet Motors for In-Wheel Traction Applications.
7020	Design and Modeling of a Six-Degree-of-Freedom Magnetically Levitated Positioner Using Square Coils and 1-D Halbach Arrays.
7021	Co-Reduction of Torque Ripple for Outer Rotor Flux-Switching PM Motor Using Systematic Multi-Level Design and Control Schemes.
7022	Event-Triggered Optimal Control for Partially Unknown Constrained-Input Systems via Adaptive Dynamic Programming.
7023	Distributed Guidance for Interception by Using Multiple Rotary-Wing Unmanned Aerial Vehicles.
7024	Visual Servoed Zebrafish Larva Heart Microinjection System.
7025	Encoderless Identification of Two-Mass-Systems Utilizing an Extended Speed Adaptive Observer Structure.
7026	FPCB Ring-Square Electrode Sandwiched Micromirror-Based Laser Pattern Pointer.
7027	ℒ1 Adaptive Backstepping for Robust Trajectory Tracking of UAVs.
7028	A Passive Imaging System for Geometry Measurement for the Plasma Arc Welding Process.
7029	Advanced Pedestrian Positioning System to Smartphones and Smartwatches.
7030	Enhancement of Frequency Stability Using Synchronization of a Cantilever Array for MEMS-Based Sensors.
7031	Indoor-Outdoor Detection Using a Smart Phone Sensor.
7032	Combating QR-Code-Based Compromised Accounts in Mobile Social Networks.
7033	An Efficient Recommendation Filter Model on Smart Home Big Data Analytics for Enhanced Living Environments.
7034	A 3D CFD Simulation and Analysis of Flow-Induced Forces on Polymer Piezoelectric Sensors in a Chinese Liquors Identification E-Nose.
7035	Correction - Abazari, A.M., et al. Modelling the Size Effects on the Mechanical Properties of Micro/Nano Structures. Sensors 2015, 15, 28543-28562.
7036	Game Theory Meets Wireless Sensor Networks Security Requirements and Threats Mitigation - A Survey.
7037	Analysis on Target Detection and Classification in LTE Based Passive Forward Scattering Radar.
7038	Design of a Sub-Picosecond Jitter with Adjustable-Range CMOS Delay-Locked Loop for High-Speed and Low-Power Applications.
7039	A Flexible Optical pH Sensor Based on Polysulfone Membranes Coated with pH-Responsive Polyaniline Nanofibers.
7040	Virtual Distances Methodology as Verification Technique for AACMMs with a Capacitive Sensor Based Indexed Metrology Platform.
7041	A Linked List-Based Algorithm for Blob Detection on Embedded Vision-Based Sensors.
7042	Identification of Water Bodies in a Landsat 8 OLI Image Using a J48 Decision Tree.
7043	Physical Behavior in Older Persons during Daily Life - Insights from Instrumented Shoes.
7044	Identifying Plant Part Composition of Forest Logging Residue Using Infrared Spectral Data and Linear Discriminant Analysis.
7045	Electro-Mechanical Properties of Multilayer Graphene-Based Polymeric Composite Obtained through a Capillary Rise Method.
7046	Classification of E-Nose Aroma Data of Four Fruit Types by ABC-Based Neural Network.
7047	Precise Point Positioning Using Triple GNSS Constellations in Various Modes.
7048	Smart Sensing System for the Prognostic Monitoring of Bone Health.
7049	Modeling of Distributed Sensing of Elastic Waves by Fiber-Optic Interferometry.
7050	Real-Time Performance of Mechatronic PZT Module Using Active Vibration Feedback Control.
7051	A Geographical Heuristic Routing Protocol for VANETs.
7052	Collaboration-Centred Cities through Urban Apps Based on Open and User-Generated Data.
7053	Implementation and Analysis of a Wireless Sensor Network-Based Pet Location Monitoring System for Domestic Scenarios.
7054	Implementation of Context Aware e-Health Environments Based on Social Sensor Networks.
7055	An Optically-Transparent Aptamer-Based Detection System for Colon Cancer Applications Using Gold Nanoparticles Electrodeposited on Indium Tin Oxide.
7056	myBlackBox - Blackbox Mobile Cloud Systems for Personalized Unusual Event Detection.
7057	Evaluation of Hyaluronic Acid Dilutions at Different Concentrations Using a Quartz Crystal Resonator (QCR) for the Potential Diagnosis of Arthritic Diseases.
7058	Sensor Network-Based and User-Friendly User Location Discovery for Future Smart Homes.
7059	Efficient Data Gathering in 3D Linear Underwater Wireless Sensor Networks Using Sink Mobility.
7060	A Tagless Indoor Localization System Based on Capacitive Sensing Technology.
7061	Recent Progress in Electrochemical Biosensors for Glycoproteins.
7062	Development and Experimental Comparison of Low-Cost, Reliable Capacitive Touch Sensing Boards.
7063	Techniques for Interface Stress Measurements within Prosthetic Sockets of Transtibial Amputees - A Review of the Past 50 Years of Research.
7064	High Sensitivity pH Sensor Based on Porous Silicon (PSi) Extended Gate Field-Effect Transistor.
7065	Amperometric Non-Enzymatic Hydrogen Peroxide Sensor Based on Aligned Zinc Oxide Nanorods.
7066	Web of Objects Based Ambient Assisted Living Framework for Emergency Psychiatric State Prediction.
7067	Realistic Simulation for Body Area and Body-To-Body Networks.
7068	An Optimized Hidden Node Detection Paradigm for Improving the Coverage and Network Efficiency in Wireless Multimedia Sensor Networks.
7069	Ultra Wideband Indoor Positioning Technologies - Analysis and Recent Advances.
7070	Fast Selective Detection of Pyocyanin Using Cyclic Voltammetry.
7071	Quaternion-Based Gesture Recognition Using Wireless Wearable Motion Capture Sensors.
7072	On Event-Triggered Adaptive Architectures for Decentralized and Distributed Control of Large-Scale Modular Systems.
7073	Performance Assessment of a New Variable Stiffness Probing System for Micro-CMMs.
7074	Corrosion Assessment of Steel Bars Used in Reinforced Concrete Structures by Means of Eddy Current Testing.
7075	Trust and Privacy Solutions Based on Holistic Service Requirements.
7076	Selectivity Enhancement in Molecularly Imprinted Polymers for Binding of Bisphenol A.
7077	A Magnetoresistive Tactile Sensor for Harsh Environment Applications.
7078	Dynamic Mode Decomposition of Fast Pressure Sensitive Paint Data.
7079	Fuzzy-Based Hybrid Control Algorithm for the Stabilization of a Tri-Rotor UAV.
7080	Microwave Radiometers for Fire Detection in Trains - Theory and Feasibility Study.
7081	Context-Aware Fusion of RGB and Thermal Imagery for Traffic Monitoring.
7082	Exploring Architectural Details Through a Wearable Egocentric Vision Device.
7083	Airborne Optical and Thermal Remote Sensing for Wildfire Detection and Monitoring.
7084	Sensor Fusion Based Model for Collision Free Mobile Robot Navigation.
7085	Mining IP to Domain Name Interactions to Detect DNS Flood Attacks on Recursive DNS Servers.
7086	Acute Sleep Deprivation Induces a Local Brain Transfer Information Increase in the Frontal Cortex in a Widespread Decrease Context.
7087	A New MAC Address Spoofing Detection Technique Based on Random Forests.
7088	Correction - Alvarado, M., et al. Towards the Development of a Low Cost Airborne Sensing System to Monitor Dust Particles after Blasting at Open-Pit Mine Sites. Sensors 2015, 15, 19667-19687.
7089	Ultrasonic Sensing of Plant Water Needs for Agriculture.
7090	Classifier Subset Selection for the Stacked Generalization Method Applied to Emotion Recognition in Speech.
7091	Fuzzy Sets in Dynamic Adaptation of Parameters of a Bee Colony Optimization for Controlling the Trajectory of an Autonomous Mobile Robot.
7092	Highly Sensitive and Practical Detection of Plant Viruses via Electrical Impedance of Droplets on Textured Silicon-Based Devices.
7093	An Improved Simulated Annealing Technique for Enhanced Mobility in Smart Cities.
7094	On Curating Multimodal Sensory Data for Health and Wellness Platforms.
7095	Quantum Random Number Generation Using a Quanta Image Sensor.
7096	Novel Intersection Type Recognition for Autonomous Vehicles Using a Multi-Layer Laser Scanner.
7097	Stripe-PZT Sensor-Based Baseline-Free Crack Diagnosis in a Structure with a Welded Stiffener.
7098	Defining Requirements and Related Methods for Designing Sensorized Garments.
7099	Virtualized MME Design for IoT Support in 5G Systems.
7100	Multi-Stage Feature Selection Based Intelligent Classifier for Classification of Incipient Stage Fire in Building.
7101	An Approach to the Use of Depth Cameras for Weed Volume Estimation.
7102	Power Pattern Sensitivity to Calibration Errors and Mutual Coupling in Linear Arrays through Circular Interval Arithmetics.
7103	Photon-Counting Arrays for Time-Resolved Imaging.
7104	Integrated Toolset for WSN Application Planning, Development, Commissioning and Maintenance - The WSN-DPCM ARTEMIS-JU Project.
7105	Routing Topologies of Wireless Sensor Networks for Health Monitoring of a Cultural Heritage Site.
7106	Amperometric Biosensor Based on Diamine Oxidase/Platinum Nanoparticles/Graphene/Chitosan Modified Screen-Printed Carbon Electrode for Histamine Detection.
7107	Automated As-Built Model Generation of Subway Tunnels from Mobile LiDAR Data.
7108	Application of Template Matching for Improving Classification of Urban Railroad Point Clouds.
7109	Indoor Multi-Sensor Acquisition System for Projects on Energy Renovation of Buildings.
7110	Unobtrusive Estimation of Cardiac Contractility and Stroke Volume Changes Using Ballistocardiogram Measurements on a High Bandwidth Force Plate.
7111	Optimized Energy Harvesting, Cluster-Head Selection and Channel Allocation for IoTs in Smart Cities.
7112	Device Centric Throughput and QoS Optimization for IoTsin a Smart Building Using CRN-Techniques.
7113	Navigation Aiding by a Hybrid Laser-Camera Motion Estimator for Micro Aerial Vehicles.
7114	An Extensive Unified Thermo-Electric Module Characterization Method.
7115	Preprocessing the Nintendo Wii Board Signal to Derive More Accurate Descriptors of Statokinesigrams.
7116	A Study of LoRa - Long Range &amp; Low Power Networks for the Internet of Things.
7117	Geiger-Mode Avalanche Photodiode Arrays Integrated to All-Digital CMOS Circuits.
7118	Tools to Perform Local Dense 3D Reconstruction of Shallow Water Seabed.
7119	Performance Evaluation of State of the Art Systems for Physical Activity Classification of Older Subjects Using Inertial Sensors in a Real Life Scenario - A Benchmark Study.
7120	A Self-Synthesis Approach to Perceptual Learning for Multisensory Fusion in Robotics.
7121	Fast and Inexpensive Detection of Bacterial Viability and Drug Effectiveness through Metabolic Monitoring.
7122	Microcantilever Displacement Measurement Using a Mechanically Modulated Optical Feedback Interferometer.
7123	Evaluation of Deployment Challenges of Wireless Sensor Networks at Signalized Intersections.
7124	An Improved Measurement Method for the Strength of Radiation of Reflective Beam in an Industrial Optical Sensor Based on Laser Displacement Meter.
7125	Effect of Sensors on the Reliability and Control Performance of Power Circuits in the Web of Things (WoT).
7126	Service-Aware Clustering - An Energy-Efficient Model for the Internet-of-Things.
7127	Absolute Position Sensing Based on a Robust Differential Capacitive Sensor with a Grounded Shield Window.
7128	A Novel Group Decision-Making Method Based on Sensor Data and Fuzzy Information.
7129	A Guide to Fluorescent Protein FRET Pairs.
7130	Cotton Fabric Coated with Conducting Polymers and its Application in Monitoring of Carnivorous Plant Response.
7131	Atmospheric and Fog Effects on Ultra-Wide Band Radar Operating at Extremely High Frequencies.
7132	Experimental Identification of Smartphones Using Fingerprints of Built-In Micro-Electro Mechanical Systems (MEMS).
7133	On Gait Analysis Estimation Errors Using Force Sensors on a Smart Rollator.
7134	A Robust, Enzyme-Free Glucose Sensor Based on Lysine-Assisted CuO Nanostructures.
7135	An Improved Map-Matching Technique Based on the Fréchet Distance Approach for Pedestrian Navigation Services.
7136	IEEE 802.11ah - A Technology to Face the IoT Challenge.
7137	Human Behavior Analysis by Means of Multimodal Context Mining.
7138	Detecting Target Objects by Natural Language Instructions Using an RGB-D Camera.
7139	Measurement Matrix Optimization and Mismatch Problem Compensation for DLSLA 3-D SAR Cross-Track Reconstruction.
7140	Sensor Location Problem Optimization for Traffic Network with Different Spatial Distributions of Traffic Information.
7141	Traffic Vehicle Counting in Jam Flow Conditions Using Low-Cost and Energy-Efficient Wireless Magnetic Sensors.
7142	A Highly Selective Sensor for Cyanide in Organic Media and on Solid Surfaces.
7143	Estimating the Underwater Diffuse Attenuation Coefficient with a Low-Cost Instrument - The KdUINO DIY Buoy.
