:START_ID(Volume)	pages	:END_ID(Article)
Sensors|16	1825	7697
Sensors|16	1861	7698
Sensors|16	108	7699
Sensors|16	1224	7700
Sensors|16	1657	7701
Sensors|16	382	7702
Sensors|16	628	7703
Sensors|16	1583	7704
Sensors|16	856	7705
Sensors|16	2087	7706
Sensors|16	343	7707
Sensors|16	2081	7708
Sensors|16	1898	7709
Sensors|16	1011	7710
Sensors|16	783	7711
Sensors|16	1909	7712
Sensors|16	124	7713
Sensors|16	644	7714
Sensors|16	1115	7715
Sensors|16	1507	7716
Sensors|16	1753	7717
Sensors|16	497	7718
Sensors|16	1455	7719
Sensors|16	749	7720
Sensors|16	1268	7721
Sensors|16	183	7722
Sensors|16	1340	7723
Sensors|16	394	7724
Sensors|16	2024	7725
Sensors|16	1137	7726
Sensors|16	1639	7727
Sensors|16	1913	7728
Sensors|16	1891	7729
Sensors|16	703	7730
Sensors|16	1735	7731
Sensors|16	2058	7732
Sensors|16	1671	7733
Sensors|16	1319	7734
Sensors|16	876	7735
Sensors|16	689	7736
Sensors|16	688	7737
Sensors|16	1248	7738
Sensors|16	1893	7739
Sensors|16	713	7740
Sensors|16	217	7741
Sensors|16	2161	7742
Sensors|16	487	7743
Sensors|16	1236	7744
Sensors|16	879	7745
Sensors|16	1884	7746
Sensors|16	1114	7747
Sensors|16	453	7748
Sensors|16	2106	7749
Sensors|16	961	7750
Sensors|16	2181	7751
Sensors|16	1839	7752
Sensors|16	1070	7753
Sensors|16	1021	7754
Sensors|16	279	7755
Sensors|16	630	7756
Sensors|16	2001	7757
Sensors|16	370	7758
Sensors|16	1019	7759
Sensors|16	1508	7760
Sensors|16	1060	7761
Sensors|16	472	7762
Sensors|16	1741	7763
Sensors|16	79	7764
Sensors|16	1441	7765
Sensors|16	1842	7766
Sensors|16	1754	7767
Sensors|16	1379	7768
Sensors|16	888	7769
Sensors|16	1695	7770
Sensors|16	1055	7771
Sensors|16	1343	7772
Sensors|16	1087	7773
Sensors|16	82	7774
Sensors|16	388	7775
Sensors|16	1660	7776
Sensors|16	1770	7777
Sensors|16	1199	7778
Sensors|16	979	7779
Sensors|16	1972	7780
Sensors|16	98	7781
Sensors|16	1509	7782
Sensors|16	973	7783
Sensors|16	765	7784
Sensors|16	1779	7785
Sensors|16	2127	7786
Sensors|16	52	7787
Sensors|16	1253	7788
Sensors|16	193	7789
Sensors|16	131	7790
Sensors|16	2153	7791
Sensors|16	1680	7792
Sensors|16	1376	7793
Sensors|16	873	7794
Sensors|16	1412	7795
Sensors|16	1609	7796
Sensors|16	243	7797
Sensors|16	950	7798
Sensors|16	1794	7799
Sensors|16	1465	7800
Sensors|16	798	7801
Sensors|16	1804	7802
Sensors|16	768	7803
Sensors|16	1173	7804
Sensors|16	1748	7805
Sensors|16	1154	7806
Sensors|16	1299	7807
Sensors|16	110	7808
Sensors|16	932	7809
Sensors|16	2035	7810
Sensors|16	963	7811
Sensors|16	982	7812
Sensors|16	1226	7813
Sensors|16	187	7814
Sensors|16	130	7815
Sensors|16	1478	7816
Sensors|16	1525	7817
Sensors|16	116	7818
Sensors|16	626	7819
Sensors|16	1036	7820
Sensors|16	2126	7821
Sensors|16	2133	7822
Sensors|16	1637	7823
Sensors|16	778	7824
Sensors|16	299	7825
Sensors|16	2079	7826
Sensors|16	432	7827
Sensors|16	438	7828
Sensors|16	1518	7829
Sensors|16	1867	7830
Sensors|16	951	7831
Sensors|16	747	7832
Sensors|16	911	7833
Sensors|16	1172	7834
Sensors|16	1219	7835
Sensors|16	1626	7836
Sensors|16	1064	7837
Sensors|16	1885	7838
Sensors|16	265	7839
Sensors|16	668	7840
Sensors|16	1784	7841
Sensors|16	1143	7842
Sensors|16	531	7843
Sensors|16	655	7844
Sensors|16	1989	7845
Sensors|16	363	7846
Sensors|16	1806	7847
Sensors|16	1857	7848
Sensors|16	985	7849
Sensors|16	1645	7850
Sensors|16	277	7851
Sensors|16	2179	7852
Sensors|16	669	7853
Sensors|16	61	7854
Sensors|16	1672	7855
Sensors|16	1259	7856
Sensors|16	27	7857
Sensors|16	140	7858
Sensors|16	240	7859
Sensors|16	812	7860
Sensors|16	23	7861
Sensors|16	412	7862
Sensors|16	354	7863
Sensors|16	598	7864
Sensors|16	2002	7865
Sensors|16	1063	7866
Sensors|16	155	7867
Sensors|16	1622	7868
Sensors|16	2154	7869
Sensors|16	1494	7870
Sensors|16	46	7871
Sensors|16	1027	7872
Sensors|16	1058	7873
Sensors|16	942	7874
Sensors|16	591	7875
Sensors|16	521	7876
Sensors|16	842	7877
Sensors|16	1246	7878
Sensors|16	891	7879
Sensors|16	766	7880
Sensors|16	1054	7881
Sensors|16	792	7882
Sensors|16	1000	7883
Sensors|16	1117	7884
Sensors|16	1499	7885
Sensors|16	1894	7886
Sensors|16	377	7887
Sensors|16	1370	7888
Sensors|16	452	7889
Sensors|16	147	7890
Sensors|16	1213	7891
Sensors|16	1209	7892
Sensors|16	1556	7893
Sensors|16	582	7894
Sensors|16	1292	7895
Sensors|16	1352	7896
Sensors|16	635	7897
Sensors|16	2011	7898
Sensors|16	1917	7899
Sensors|16	2005	7900
Sensors|16	301	7901
Sensors|16	477	7902
Sensors|16	1212	7903
Sensors|16	403	7904
Sensors|16	1663	7905
Sensors|16	519	7906
Sensors|16	1635	7907
Sensors|16	1740	7908
Sensors|16	568	7909
Sensors|16	777	7910
Sensors|16	62	7911
Sensors|16	400	7912
Sensors|16	790	7913
Sensors|16	902	7914
Sensors|16	431	7915
Sensors|16	1097	7916
Sensors|16	1221	7917
Sensors|16	164	7918
Sensors|16	515	7919
Sensors|16	361	7920
Sensors|16	863	7921
Sensors|16	1844	7922
Sensors|16	523	7923
Sensors|16	536	7924
Sensors|16	1669	7925
Sensors|16	1136	7926
Sensors|16	737	7927
Sensors|16	1309	7928
Sensors|16	1102	7929
Sensors|16	235	7930
Sensors|16	1729	7931
Sensors|16	1112	7932
Sensors|16	1149	7933
Sensors|16	1006	7934
Sensors|16	278	7935
Sensors|16	1983	7936
Sensors|16	1373	7937
Sensors|16	727	7938
Sensors|16	754	7939
Sensors|16	1848	7940
Sensors|16	1930	7941
Sensors|16	2082	7942
Sensors|16	2190	7943
Sensors|16	1037	7944
Sensors|16	1284	7945
Sensors|16	317	7946
Sensors|16	74	7947
Sensors|16	129	7948
Sensors|16	337	7949
Sensors|16	549	7950
Sensors|16	864	7951
Sensors|16	2102	7952
Sensors|16	1422	7953
Sensors|16	631	7954
Sensors|16	518	7955
Sensors|16	341	7956
Sensors|16	660	7957
Sensors|16	1020	7958
Sensors|16	664	7959
Sensors|16	774	7960
Sensors|16	1025	7961
Sensors|16	145	7962
Sensors|16	647	7963
Sensors|16	1380	7964
Sensors|16	359	7965
Sensors|16	1726	7966
Sensors|16	2044	7967
Sensors|16	1731	7968
Sensors|16	311	7969
Sensors|16	409	7970
Sensors|16	555	7971
Sensors|16	2150	7972
Sensors|16	1108	7973
Sensors|16	2130	7974
Sensors|16	577	7975
Sensors|16	1345	7976
Sensors|16	1337	7977
Sensors|16	216	7978
Sensors|16	1109	7979
Sensors|16	2043	7980
Sensors|16	771	7981
Sensors|16	1083	7982
Sensors|16	1475	7983
Sensors|16	45	7984
Sensors|16	1192	7985
Sensors|16	1938	7986
Sensors|16	2175	7987
Sensors|16	1987	7988
Sensors|16	1880	7989
Sensors|16	808	7990
Sensors|16	1445	7991
Sensors|16	1601	7992
Sensors|16	329	7993
Sensors|16	166	7994
Sensors|16	445	7995
Sensors|16	1707	7996
Sensors|16	1592	7997
Sensors|16	159	7998
Sensors|16	339	7999
Sensors|16	1038	8000
Sensors|16	1696	8001
Sensors|16	313	8002
Sensors|16	1261	8003
Sensors|16	1566	8004
Sensors|16	900	8005
Sensors|16	1809	8006
Sensors|16	64	8007
Sensors|16	414	8008
Sensors|16	190	8009
Sensors|16	92	8010
Sensors|16	1468	8011
Sensors|16	581	8012
Sensors|16	794	8013
Sensors|16	962	8014
Sensors|16	895	8015
Sensors|16	547	8016
Sensors|16	1679	8017
Sensors|16	1877	8018
Sensors|16	1625	8019
Sensors|16	1713	8020
Sensors|16	2113	8021
Sensors|16	1383	8022
Sensors|16	2054	8023
Sensors|16	977	8024
Sensors|16	69	8025
Sensors|16	625	8026
Sensors|16	1939	8027
Sensors|16	260	8028
IEEE Access|4	2357-2370	8029
IEEE Access|4	2594-2603	8030
IEEE Access|4	3920-3935	8031
IEEE Access|4	2808-2830	8032
IEEE Access|4	10180-10193	8033
IEEE Access|4	7747-7757	8034
IEEE Access|4	774-791	8035
IEEE Access|4	1355-1374	8036
IEEE Access|4	3999-4010	8037
IEEE Access|4	4082-4093	8038
IEEE Access|4	1642-1657	8039
IEEE Access|4	2379-2387	8040
IEEE Access|4	8925-8937	8041
IEEE Access|4	4254-4268	8042
IEEE Access|4	9501-9511	8043
IEEE Access|4	3169-3181	8044
IEEE Access|4	9880-9894	8045
IEEE Access|4	4183-4206	8046
IEEE Access|4	959-979	8047
IEEE Access|4	1287-1300	8048
IEEE Access|4	9993-10028	8049
IEEE Access|4	4394-4407	8050
IEEE Access|4	5187-5195	8051
IEEE Access|4	397-406	8052
IEEE Access|4	4902-4911	8053
IEEE Access|4	6325-6343	8054
IEEE Access|4	8264-8285	8055
IEEE Access|4	1940-1970	8056
IEEE Access|4	5649-5658	8057
IEEE Access|4	4659-4668	8058
IEEE Access|4	3153-3168	8059
IEEE Access|4	9724-9732	8060
IEEE Access|4	2068-2082	8061
IEEE Access|4	4861-4873	8062
IEEE Access|4	312-322	8063
IEEE Access|4	4989-5002	8064
IEEE Access|4	7940-7957	8065
IEEE Access|4	9437-9450	8066
IEEE Access|4	9027-9042	8067
IEEE Access|4	9469-9478	8068
IEEE Access|4	1417-1433	8069
IEEE Access|4	5850-5857	8070
IEEE Access|4	6704-6718	8071
IEEE Access|4	5570-5578	8072
IEEE Access|4	639-649	8073
IEEE Access|4	9073-9081	8074
IEEE Access|4	1313-1320	8075
IEEE Access|4	5918-5936	8076
IEEE Access|4	9350-9360	8077
IEEE Access|4	8286-8293	8078
IEEE Access|4	2130-2138	8079
IEEE Access|4	3894-3906	8080
IEEE Access|4	8703-8714	8081
IEEE Access|4	6766-6779	8082
IEEE Access|4	6073-6085	8083
IEEE Access|4	6974-6992	8084
IEEE Access|4	3257-3272	8085
IEEE Access|4	4749-4760	8086
IEEE Access|4	4442-4451	8087
IEEE Access|4	4618-4628	8088
IEEE Access|4	3936-3950	8089
IEEE Access|4	2981-2988	8090
IEEE Access|4	5982-5989	8091
IEEE Access|4	10051-10058	8092
IEEE Access|4	4225-4233	8093
IEEE Access|4	2895-2906	8094
IEEE Access|4	8002-8018	8095
IEEE Access|4	8581-8592	8096
IEEE Access|4	6692-6703	8097
IEEE Access|4	5591-5606	8098
IEEE Access|4	7402-7424	8099
IEEE Access|4	7658-7681	8100
IEEE Access|4	5477-5488	8101
IEEE Access|4	3182-3194	8102
IEEE Access|4	7154-7175	8103
IEEE Access|4	1301-1312	8104
IEEE Access|4	10059-10066	8105
IEEE Access|4	6950-6963	8106
IEEE Access|4	6161-6170	8107
IEEE Access|4	7199-7211	8108
IEEE Access|4	6295-6303	8109
IEEE Access|4	9870-9879	8110
IEEE Access|4	7605-7620	8111
IEEE Access|4	6645-6651	8112
IEEE Access|4	6757-6765	8113
IEEE Access|4	9958-9968	8114
IEEE Access|4	7594-7604	8115
IEEE Access|4	6541-6553	8116
IEEE Access|4	498-506	8117
IEEE Access|4	7785-7794	8118
IEEE Access|4	7645-7657	8119
IEEE Access|4	1845-1858	8120
IEEE Access|4	6283-6294	8121
IEEE Access|4	1889-1914	8122
IEEE Access|4	8442-8453	8123
IEEE Access|4	1997-2004	8124
IEEE Access|4	8184-8198	8125
IEEE Access|4	4809-4822	8126
IEEE Access|4	2529-2541	8127
IEEE Access|4	5234-5242	8128
IEEE Access|4	4452-4463	8129
IEEE Access|4	2139-2153	8130
IEEE Access|4	6364-6373	8131
IEEE Access|4	3951-3960	8132
IEEE Access|4	97-107	8133
IEEE Access|4	4690-4706	8134
IEEE Access|4	1454-1463	8135
IEEE Access|4	803-817	8136
IEEE Access|4	8888-8899	8137
IEEE Access|4	10235-10245	8138
IEEE Access|4	1767-1783	8139
IEEE Access|4	10270-10279	8140
IEEE Access|4	135-148	8141
IEEE Access|4	3016-3025	8142
IEEE Access|4	5374-5384	8143
IEEE Access|4	9580-9588	8144
IEEE Access|4	9978-9986	8145
IEEE Access|4	1434-1443	8146
IEEE Access|4	1266-1273	8147
IEEE Access|4	10300-10309	8148
IEEE Access|4	585-593	8149
IEEE Access|4	6133-6150	8150
IEEE Access|4	2292-2303	8151
IEEE Access|4	1175-1189	8152
IEEE Access|4	6451-6466	8153
IEEE Access|4	6528-6540	8154
IEEE Access|4	4678-4689	8155
IEEE Access|4	3975-3990	8156
IEEE Access|4	5555-5569	8157
IEEE Access|4	477-497	8158
IEEE Access|4	6964-6973	8159
IEEE Access|4	5520-5530	8160
IEEE Access|4	4823-4828	8161
IEEE Access|4	8127-8137	8162
IEEE Access|4	3469-3478	8163
IEEE Access|4	7621-7632	8164
IEEE Access|4	9005-9017	8165
IEEE Access|4	3697-3707	8166
IEEE Access|4	6086-6104	8167
IEEE Access|4	7014-7027	8168
IEEE Access|4	4299-4309	8169
IEEE Access|4	8019-8034	8170
IEEE Access|4	8225-8235	8171
IEEE Access|4	1393-1405	8172
IEEE Access|4	5818-5825	8173
IEEE Access|4	8386-8393	8174
IEEE Access|4	4374-4393	8175
IEEE Access|4	6833-6845	8176
IEEE Access|4	2604-2614	8177
IEEE Access|4	8987-8994	8178
IEEE Access|4	3454-3468	8179
IEEE Access|4	839-848	8180
IEEE Access|4	558-573	8181
IEEE Access|4	26-40	8182
IEEE Access|4	10310-10314	8183
IEEE Access|4	8053-8064	8184
IEEE Access|4	6014-6058	8185
IEEE Access|4	8418-8441	8186
IEEE Access|4	9053-9065	8187
IEEE Access|4	10258-10269	8188
IEEE Access|4	4364-4373	8189
IEEE Access|4	3794-3805	8190
IEEE Access|4	7275-7288	8191
IEEE Access|4	4119-4135	8192
IEEE Access|4	7703-7715	8193
IEEE Access|4	2705-2713	8194
IEEE Access|4	7899-7911	8195
IEEE Access|4	2056-2067	8196
IEEE Access|4	3824-3843	8197
IEEE Access|4	3288-3299	8198
IEEE Access|4	10315-10317	8199
IEEE Access|4	5322-5326	8200
IEEE Access|4	149-164	8201
IEEE Access|4	1050-1060	8202
IEEE Access|4	6059-6072	8203
IEEE Access|4	5474-5476	8204
IEEE Access|4	8035-8043	8205
IEEE Access|4	3769-3774	8206
IEEE Access|4	4891-4901	8207
IEEE Access|4	3647-3658	8208
IEEE Access|4	8775-8786	8209
IEEE Access|4	2771-2787	8210
IEEE Access|4	61-80	8211
IEEE Access|4	7289-7300	8212
IEEE Access|4	5111-5127	8213
IEEE Access|4	4882-4890	8214
IEEE Access|4	3569-3577	8215
IEEE Access|4	7039-7045	8216
IEEE Access|4	1321-1331	8217
IEEE Access|4	3732-3746	8218
IEEE Access|4	2479-2487	8219
IEEE Access|4	4590-4608	8220
IEEE Access|4	1148-1162	8221
IEEE Access|4	5010-5029	8222
IEEE Access|4	2340-2348	8223
IEEE Access|4	5826-5849	8224
IEEE Access|4	8787-8792	8225
IEEE Access|4	3065-3075	8226
IEEE Access|4	6231-6237	8227
IEEE Access|4	7883-7898	8228
IEEE Access|4	4646-4651	8229
IEEE Access|4	3201-3209	8230
IEEE Access|4	7795-7805	8231
IEEE Access|4	7577-7584	8232
IEEE Access|4	8514-8524	8233
IEEE Access|4	5083-5097	8234
IEEE Access|4	5143-5160	8235
IEEE Access|4	4310-4320	8236
IEEE Access|4	8721-8736	8237
IEEE Access|4	2450-2464	8238
IEEE Access|4	8303-8316	8239
IEEE Access|4	9969-9977	8240
IEEE Access|4	4408-4419	8241
IEEE Access|4	7212-7222	8242
IEEE Access|4	4959-4973	8243
IEEE Access|4	673-687	8244
IEEE Access|4	2965-2975	8245
IEEE Access|4	1716-1742	8246
IEEE Access|4	980-992	8247
IEEE Access|4	2907-2919	8248
IEEE Access|4	3605-3616	8249
IEEE Access|4	542-557	8250
IEEE Access|4	5293-5308	8251
IEEE Access|4	4155-4167	8252
IEEE Access|4	3557-3568	8253
IEEE Access|4	9895-9905	8254
IEEE Access|4	4321-4326	8255
IEEE Access|4	1985-1996	8256
IEEE Access|4	6910-6928	8257
IEEE Access|4	2520-2528	8258
IEEE Access|4	3708-3718	8259
IEEE Access|4	4234-4246	8260
IEEE Access|4	3511-3521	8261
IEEE Access|4	2304-2313	8262
IEEE Access|4	8147-8161	8263
IEEE Access|4	7806-7815	8264
IEEE Access|4	8327-8337	8265
IEEE Access|4	4583-4589	8266
IEEE Access|4	4707-4719	8267
IEEE Access|4	5607-5623	8268
IEEE Access|4	4874-4881	8269
IEEE Access|4	4058-4065	8270
IEEE Access|4	6631-6644	8271
IEEE Access|4	1800-1809	8272
IEEE Access|4	5695-5709	8273
IEEE Access|4	7391-7401	8274
IEEE Access|4	3522-3534	8275
IEEE Access|4	9225-9238	8276
IEEE Access|4	9145-9154	8277
IEEE Access|4	7988-8001	8278
IEEE Access|4	5659-5672	8279
IEEE Access|4	4420-4430	8280
IEEE Access|4	2498-2506	8281
IEEE Access|4	6121-6132	8282
IEEE Access|4	41-47	8283
IEEE Access|4	9758-9763	8284
IEEE Access|4	3322-3339	8285
IEEE Access|4	5128-5134	8286
IEEE Access|4	2580-2593	8287
IEEE Access|4	1743-1766	8288
IEEE Access|4	2314-2330	8289
IEEE Access|4	3417-3443	8290
IEEE Access|4	9428-9436	8291
IEEE Access|4	5509-5519	8292
IEEE Access|4	6802-6815	8293
IEEE Access|4	108-118	8294
IEEE Access|4	8362-8374	8295
IEEE Access|4	8757-8774	8296
IEEE Access|4	3046-3053	8297
IEEE Access|4	3844-3861	8298
IEEE Access|4	8116-8126	8299
IEEE Access|4	7301-7312	8300
IEEE Access|4	5858-5867	8301
IEEE Access|4	5776-5787	8302
IEEE Access|4	9479-9488	8303
IEEE Access|4	2621-2648	8304
IEEE Access|4	3112-3126	8305
IEEE Access|4	5356-5373	8306
IEEE Access|4	1469-1493	8307
IEEE Access|4	9775-9785	8308
IEEE Access|4	8317-8326	8309
IEEE Access|4	1039-1049	8310
IEEE Access|4	7452-7468	8311
IEEE Access|4	7322-7330	8312
IEEE Access|4	1518-1547	8313
IEEE Access|4	9625-9634	8314
IEEE Access|4	8162-8183	8315
IEEE Access|4	9293-9307	8316
IEEE Access|4	4629-4634	8317
IEEE Access|4	9800-9820	8318
IEEE Access|4	8394-8406	8319
IEEE Access|4	8967-8976	8320
IEEE Access|4	4207-4224	8321
IEEE Access|4	3340-3348	8322
IEEE Access|4	7556-7566	8323
IEEE Access|4	9512-9519	8324
IEEE Access|4	9614-9624	8325
IEEE Access|4	8715-8720	8326
IEEE Access|4	8199-8211	8327
IEEE Access|4	1560-1569	8328
IEEE Access|4	7125-7130	8329
IEEE Access|4	9847-9859	8330
IEEE Access|4	2656-2669	8331
IEEE Access|4	6939-6949	8332
IEEE Access|4	6846-6875	8333
IEEE Access|4	3578-3590	8334
IEEE Access|4	189-203	8335
IEEE Access|4	7758-7769	8336
IEEE Access|4	5755-5763	8337
IEEE Access|4	1222-1242	8338
IEEE Access|4	10246-10257	8339
IEEE Access|4	8948-8966	8340
IEEE Access|4	660-672	8341
IEEE Access|4	15-25	8342
IEEE Access|4	928-940	8343
IEEE Access|4	6225-6230	8344
IEEE Access|4	7479-7486	8345
IEEE Access|4	6739-6748	8346
IEEE Access|4	8454-8464	8347
IEEE Access|4	3617-3631	8348
IEEE Access|4	3659-3670	8349
IEEE Access|4	5971-5981	8350
IEEE Access|4	1658-1675	8351
IEEE Access|4	3806-3814	8352
IEEE Access|4	2029-2044	8353
IEEE Access|4	1385-1392	8354
IEEE Access|4	5209-5222	8355
IEEE Access|4	4148-4154	8356
IEEE Access|4	5742-5754	8357
IEEE Access|4	5990-5997	8358
IEEE Access|4	7921-7929	8359
IEEE Access|4	5452-5473	8360
IEEE Access|4	5052-5064	8361
IEEE Access|4	119-134	8362
IEEE Access|4	9451-9458	8363
IEEE Access|4	9251-9272	8364
IEEE Access|4	373-382	8365
IEEE Access|4	2256-2271	8366
IEEE Access|4	1630-1641	8367
IEEE Access|4	3675-3687	8368
IEEE Access|4	2993-3004	8369
IEEE Access|4	2154-2165	8370
IEEE Access|4	5624-5639	8371
IEEE Access|4	7111-7124	8372
IEEE Access|4	7262-7274	8373
IEEE Access|4	1444-1453	8374
IEEE Access|4	4484-4494	8375
IEEE Access|4	4777-4788	8376
IEEE Access|4	6438-6450	8377
IEEE Access|4	5540-5554	8378
IEEE Access|4	7519-7531	8379
IEEE Access|4	9542-9544	8380
IEEE Access|4	6272-6282	8381
IEEE Access|4	5710-5720	8382
IEEE Access|4	6929-6938	8383
IEEE Access|4	323-346	8384
IEEE Access|4	8814-8822	8385
IEEE Access|4	9459-9468	8386
IEEE Access|4	8900-8913	8387
IEEE Access|4	7509-7518	8388
IEEE Access|4	3991-3998	8389
IEEE Access|4	9681-9688	8390
IEEE Access|4	6823-6832	8391
IEEE Access|4	9570-9574	8392
IEEE Access|4	9421-9427	8393
IEEE Access|4	2439-2449	8394
IEEE Access|4	6467-6479	8395
IEEE Access|4	1510-1517	8396
IEEE Access|4	6901-6909	8397
IEEE Access|4	6792-6801	8398
IEEE Access|4	3815-3823	8399
IEEE Access|4	2166-2176	8400
IEEE Access|4	3775-3793	8401
IEEE Access|4	8608-8616	8402
IEEE Access|4	7005-7013	8403
IEEE Access|4	4478-4483	8404
IEEE Access|4	2123-2129	8405
IEEE Access|4	4912-4921	8406
IEEE Access|4	4104-4118	8407
IEEE Access|4	6749-6756	8408
IEEE Access|4	7241-7250	8409
IEEE Access|4	7331-7346	8410
IEEE Access|4	4720-4729	8411
IEEE Access|4	5687-5694	8412
IEEE Access|4	9860-9869	8413
IEEE Access|4	2005-2018	8414
IEEE Access|4	5764-5775	8415
IEEE Access|4	2649-2655	8416
IEEE Access|4	10210-10227	8417
IEEE Access|4	407-415	8418
IEEE Access|4	1190-1204	8419
IEEE Access|4	1345-1354	8420
IEEE Access|4	7054-7062	8421
IEEE Access|4	8095-8104	8422
IEEE Access|4	9733-9739	8423
IEEE Access|4	10147-10157	8424
IEEE Access|4	7425-7439	8425
IEEE Access|4	2188-2197	8426
IEEE Access|4	2110-2122	8427
IEEE Access|4	4247-4253	8428
IEEE Access|4	7028-7038	8429
IEEE Access|4	4327-4354	8430
IEEE Access|4	3878-3886	8431
IEEE Access|4	7440-7451	8432
IEEE Access|4	4543-4572	8433
IEEE Access|4	5065-5082	8434
IEEE Access|4	1821-1834	8435
IEEE Access|4	9635-9642	8436
IEEE Access|4	1073-1085	8437
IEEE Access|4	247-267	8438
IEEE Access|4	9213-9224	8439
IEEE Access|4	4355-4363	8440
IEEE Access|4	8500-8513	8441
IEEE Access|4	9528-9541	8442
IEEE Access|4	5030-5037	8443
IEEE Access|4	750-765	8444
IEEE Access|4	3757-3768	8445
IEEE Access|4	9910-9922	8446
IEEE Access|4	8793-8804	8447
IEEE Access|4	2721-2731	8448
IEEE Access|4	818-838	8449
IEEE Access|4	4829-4839	8450
IEEE Access|4	9702-9715	8451
IEEE Access|4	7736-7746	8452
IEEE Access|4	2935-2951	8453
IEEE Access|4	6250-6260	8454
IEEE Access|4	2952-2964	8455
IEEE Access|4	10042-10050	8456
IEEE Access|4	347-372	8457
IEEE Access|4	5579-5590	8458
IEEE Access|4	3479-3488	8459
IEEE Access|4	4025-4037	8460
IEEE Access|4	8525-8534	8461
IEEE Access|4	6427-6437	8462
IEEE Access|4	880-892	8463
IEEE Access|4	1835-1844	8464
IEEE Access|4	5280-5292	8465
IEEE Access|4	1810-1820	8466
IEEE Access|4	6733-6738	8467
IEEE Access|4	10194-10209	8468
IEEE Access|4	3349-3359	8469
IEEE Access|4	3087-3099	8470
IEEE Access|4	7958-7966	8471
IEEE Access|4	9413-9420	8472
IEEE Access|4	5640-5648	8473
IEEE Access|4	9204-9212	8474
IEEE Access|4	8805-8813	8475
IEEE Access|4	3632-3646	8476
IEEE Access|4	7532-7555	8477
IEEE Access|4	7692-7702	8478
IEEE Access|4	1274-1286	8479
IEEE Access|4	6681-6691	8480
IEEE Access|4	3026-3033	8481
IEEE Access|4	4066-4081	8482
IEEE Access|4	2873-2884	8483
IEEE Access|4	2670-2704	8484
IEEE Access|4	9129-9144	8485
IEEE Access|4	7063-7073	8486
IEEE Access|4	2738-2750	8487
IEEE Access|4	688-701	8488
IEEE Access|4	9155-9162	8489
IEEE Access|4	9545-9552	8490
IEEE Access|4	5003-5009	8491
IEEE Access|4	7186-7198	8492
IEEE Access|4	1008-1038	8493
IEEE Access|4	3961-3974	8494
IEEE Access|4	1117-1140	8495
IEEE Access|4	529-541	8496
IEEE Access|4	3379-3397	8497
IEEE Access|4	3398-3416	8498
IEEE Access|4	5417-5435	8499
IEEE Access|4	10110-10135	8500
IEEE Access|4	1872-1888	8501
IEEE Access|4	1086-1108	8502
IEEE Access|4	4730-4748	8503
IEEE Access|4	4946-4958	8504
IEEE Access|4	7084-7103	8505
IEEE Access|4	8535-8543	8506
IEEE Access|4	8657-8669	8507
IEEE Access|4	3535-3546	8508
IEEE Access|4	4652-4658	8509
IEEE Access|4	9575-9579	8510
IEEE Access|4	5309-5321	8511
IEEE Access|4	2331-2339	8512
IEEE Access|4	7770-7784	8513
IEEE Access|4	5196-5208	8514
IEEE Access|4	2831-2839	8515
IEEE Access|4	5788-5808	8516
IEEE Access|4	383-396	8517
IEEE Access|4	7816-7827	8518
IEEE Access|4	2216-2243	8519
IEEE Access|4	7874-7882	8520
IEEE Access|4	9489-9500	8521
IEEE Access|4	10067-10075	8522
IEEE Access|4	1676-1688	8523
IEEE Access|4	9659-9680	8524
IEEE Access|4	5489-5508	8525
IEEE Access|4	9828-9846	8526
IEEE Access|4	2989-2992	8527
IEEE Access|4	6197-6203	8528
IEEE Access|4	3100-3111	8529
IEEE Access|4	9589-9603	8530
IEEE Access|4	8823-8843	8531
IEEE Access|4	4282-4298	8532
IEEE Access|4	5243-5257	8533
IEEE Access|4	6352-6363	8534
IEEE Access|4	3688-3696	8535
IEEE Access|4	7967-7987	8536
IEEE Access|4	1258-1265	8537
IEEE Access|4	792-802	8538
IEEE Access|4	507-513	8539
IEEE Access|4	9786-9799	8540
IEEE Access|4	4797-4808	8541
IEEE Access|4	5343-5355	8542
IEEE Access|4	1375-1384	8543
IEEE Access|4	1406-1416	8544
IEEE Access|4	5889-5895	8545
IEEE Access|4	594-613	8546
IEEE Access|4	268-283	8547
IEEE Access|4	9716-9723	8548
IEEE Access|4	4046-4057	8549
IEEE Access|4	48-60	8550
IEEE Access|4	2198-2215	8551
IEEE Access|4	2976-2980	8552
IEEE Access|4	4509-4533	8553
IEEE Access|4	6386-6400	8554
IEEE Access|4	1915-1924	8555
IEEE Access|4	1859-1871	8556
IEEE Access|4	8065-8072	8557
IEEE Access|4	2615-2620	8558
IEEE Access|4	3054-3064	8559
IEEE Access|4	9174-9183	8560
IEEE Access|4	10029-10041	8561
IEEE Access|4	9987-9992	8562
IEEE Access|4	5327-5342	8563
IEEE Access|4	7716-7727	8564
IEEE Access|4	8558-8571	8565
IEEE Access|4	6567-6573	8566
IEEE Access|4	2349-2356	8567
IEEE Access|4	8865-8878	8568
IEEE Access|4	2572-2579	8569
IEEE Access|4	9163-9173	8570
IEEE Access|4	8857-8864	8571
IEEE Access|4	9018-9026	8572
IEEE Access|4	6401-6415	8573
IEEE Access|4	7074-7083	8574
IEEE Access|4	3210-3237	8575
IEEE Access|4	6719-6732	8576
IEEE Access|4	9043-9052	8577
