name:ID(Author)
Marius Senftleben
Erhan Ilhan Konukseven
Mohd Shahrizal Sunar
Jaehwa Park
Zhikai Xing
Yan Wang 0040
Kasamsuk Ungchittrakool
Hideki Kitada
Slawomir Gruszczynski
Christos Masouros
Yuan-Ho Chen
Anantha Chandrakasan
Xuxiang Chen
Francesco Luti
Om Prakash Vyas
Wei Xiong 0001
Boyan H. Petkov
Werasak Kurutach
Sarah Wiseman
Xiaojing Yin
Deepanjan Kesh
Mario Dinis
Yzu-Wei Kuo
Marc Lamy de la Chapelle
Kristina VanderWall
Karsten Rippe
Vítor H. Carvalho
David Picard
Dianzhong Chen
Gabriel Galindo-Romera
Chanseung Yang
Walid Khaznaji
Onur Kulce
Eider Iturbe
Weimin Zhang
José Miguel Moreno-Roldán
Mei-Chi Chuang
Jennifer J. Otten
Younsil Kim
César Vargas Rosales
Daoyun Hu
Wolfgang Wörndl
Laura Gastaldi
Amjad Mehmood
Mehdi Azadmehr
Sergio García 0002
Atsushi Shimada
Muhammad Ikram Ashraf
Faa-Jeng Lin
Chantal Taconet
Chris Xiaoxuan Lu
Gaosheng Li
Sang-Bok Jang
Vijay Balakrishnan
Karen Avila
Yvonne Brunner
Tamer S. Abdelgayed
Djordje Herceg
Sanjeevikumar Padmanaban
Bestoun S. Ahmed
Lizhi Liu
Leonhard M. Reindl
David N. McIlroy
Zaid Al-Ali
Nasreen Anjum
T. A. Burton
Sophie Ribes
Kyo-Beum Lee
Jens Weber 0002
Miguel A. Carvajal
Henry Cruz
Yuanchun Zhou
Alireza Hosseini
Prasanna Gowda
Heekuck Oh
Nan Zhao
Eduardo Huerta-Mascotte
Kotte Vijith Varma
Shin Kim
Arturas Ulcinas
Gun-Woo Kim
Christina Zong-Hao Ma
Rafael M. L. Silva
Juan C. Vasquez
Arash Momeneh
Zhaolong Huang
Juri Papay
Fernando Ramiro-Manzano
Z. Cheng
Zhongke Shi
Lurong Jiang
Eric Semail
Hazem Wannous
Qi Cao
André Klein
Yanqing Hou
Jicheng Wang
Kevin Cook
Zhiyi Jia
Jie Wu
Andrea L. Hartzler
Makoto Ishihara
J. Lakshmi
Ben Zhang
Siping Chen
Svein Jacobsen
Wootaik Lee
Mathias Soeken
T. Prabha Venkatesh
Tom Cox
Alvaro A. A. De Salles
Song Cheng
Iztok Savnik
Petar Durdevic
E. Rolland
Yachun Fan
Luis Coelho
Naoki Mizuno
T. A. Zepeda
Nils Albartus
Dmitry Cherezov
H. Y. Martono
Adrián Hernández-Aguilera
Dongyan Chen
Yuriy S. Shmaliy
Jorge A. Díez
Quan Z. Sheng
Frank Meyer
Allan Martin
Mohammad Kazemi
Naveen Mysore
Branka Vucetic
Yeneneh Tamirat Negash
Anne-Lise Hantson
Lorenzo Cifola
Xijun Yan
Hao Yi
Juan Manuel Carrasco Solís
Quanzhi An
Felix H. Kong
A. Berthelot
Jeroen Famaey
Ramkrishan Maheshwari
Jingjing He
Christopher W. Frames
C. Bergeron
Rakesh Kumar Jha
Sicheng Zhao
Linjing Xiao
Daisuke Matsuka
Sensen Liu
Kuntal Ghosh
Nan Chi
Sergio Plaza
Jiaqing Chang
Anthony Talvas
Ibrahim Omara
Dongmei Huang
Jun-Gang Wang
Yan Lin Aung
Jin Zhu
Siddhartha Chaudhuri
Tatsuhiro Ietsuka
Jeffrey E. Boyd
Shuang Song
Vasa Radonic
Hannes Schaefke
Olaf Deppe
Dian-Guo Xu
Pengcheng Nie
Tegoeh Tjahjowidodo
Tao Lin
Kazuhiro Yokoyama
Bibhuti Bhusan Pradhan
Azrul Azlan Hamzah
Dragan S. Djordjevic
Khan A. Wahid
Laurent Dussopt
Tingting Shen
Andrea Goldoni
Markus Reichhartinger
Changze Cui
Le Tian
Jesús Brezmes
Ju Chen
Jia Liu
Siyuan He
Huifu Jiang
Xiaofei Zhang
Weimin Lei
Guanlin Si
Xin Wei 0001
Jen-Ming Wu
Yilun Fu
Beniamino Gioli
Hossein Mehrpour Bernety
Jérôme Borme
Eva Cheng
Xiaolian Zhang
Sara Diamond
Wuttichai Boonpook
Eija Honkavaara
Rob McConnell
Daniele Borio
Maherizo Andrianarison
Erich Schikuta
Herme Soto
Hongwei Xu
Ruohan Cao
Qinghua Zhang
Nikolaj Haulrik
Dimitrios Dimou
Nikos Deligiannis
Zhi-biao Yu
Itaru Kitahara
Yan Mei
Hua Chen
Michael Rodler
Man-Hai Liu
Paulo Jose Torri
Arkadiusz Kaszewski
Man Hin Leung
Christian Pérez
Imene Melki
Hui Sun
Mahdiar Ghadiry
Debora Gil
Chris R. Jesshope
Ming-Shaw Shy
Asfar Ali Khan
Si Cheng
Qinpei Zhao
Abdel Karim Hay Harb
Sachin Malik
Daniel-André Duecker
Ana Lucila Sandoval Orozco
Srinual Nalintippayawong
Chien-Ying Chen
Cyril Leung
Ning Cao 0002
Adnan R. Zayadeen
Pierre Drap
Pengcheng Hu
Aolei Yang
Mohammad Alkhatani
Xiaobin Mu
Haijiang Wang
Roberto Nerino
Shujaat Hussain
Fei Wang 0008
Roberto Barchino Plata
Toni Fetzer
Norbert Blenn
Valerio Formicola
Mingyang Song
Yaodan Zhang
Sedigheh Khademi Habibabadi
Vincent Léchappé
Amy Shannon
Marianne A. Azer
Yongqian Huang
Zhi Kong
Myung-Jin Kim
Suryadip Chakraborty
Imran Ali
Leonardo Zambaldo
Zhenhua Gan
Razan Saraireh
Subhojit Ghosh
D. Cassioli
Cheng Cao
Manh-Tuan Bui
Mohammed Alodib
Maxime Lhuillier
Sugil Lee
Tianyu Wei
Kate Button
Yazeed A. Alshoudokhi
Anita Alicante
Maximilian Altmeyer
Ron Alterovitz
Yeong-Ho Ha
Paul Issartel
Yuxin He
Josemar de Oliveira Quevedo
Longsheng Fu
Asanka Sayakkara
Hua Dai 0003
John Bagterp Jørgensen
Olfa Hamdi-Larbi
Mauricio Carrillo-Tripp
Hao Jiang 0008
Guipeng Chen
Y. Hallez
Jussi Turkka
Xiaomei Zou
Srinivasan Balapangu
Zixiang Xiong
Rongjian Xu
Lunzhi Deng
Dahai Jin
Qingqun Ye
Philip J. Rowe
Yongjian Wu
Zhi-An Deng
Fairouz Fakhfakh
Yonghe Liu
Manolis Stratis
Qibiao Zhu
Markus Tatzgern
Michael Bußler
Jingang Bai
Xin Li 0032
Christophe Prieur 0001
Aleksandra Chuchvara
Xian Wu
Hoai Viet Nguyen
Abdelrahim Mohamed
Xuqiong Luo
Arbab Waheed Ahmad
Muhammad Salman
Xuehan Wang
Nagwa A. Badran
Jianshan Zhou
Tetta Ishida
Francisco José Lacueva-Pérez
Daegon Cho
Toru Tamaki
Lixian Zhang
Dalong Zhang
Li Li
Pankaj Kumar Sa
Hailin Zhang 0002
Yusoff Bin Mohd Amin
Venkat Tadakamalla
Yingying Hu
Yubin Wang
Young Hoon Ji
Fabio Corò
Jie Chen 0009
Tobias Gehrlich
Zhizhi Hu
Bosheng Liu
Xiao-Bo Rao
Sandra Giménez
Yiguang Liu
Wen-Jong Wu
Klaus Hartmann
Prithayan Barua
Gerard Pons-Moll
Abhishek Dixit
Luis Vergara
Chih-Yuan Chang
Roberto Vezzani
Karina Beatriz Jimenes Vargas
Ming Cao
Ashraf Saad
Huang Yan-Syun
Pratik Kumar Pandey
Kris Gaj
Shasha Song
Leonhard Steinmeister
Tengyun Wang
Hala S. El-sayed
Jiaqi Yan
Luís M. Correia
Özgür B. Akan
Hsiao-Ting Jannis Su
Diego Álvarez
Dung Pham Van
Benjamin Bouget
Marcelino Ferri
Dola Saha
Navid Bani Hassan
Dandan Liu
Jorge Herrera-Tapia
Lu Yin
Xuebo Yang
Haoqian Huang
Peter Jan Beek
Anisoara Paraschiv-Ionescu
Wei Wang 0103
Tan Maw Pin
Jan Knopp
Hendrik Decker
Chiara Corbari
Myung-Duk Hong
Mark A. Gregory
Keiichi Horio
Marcos Serrano
Sung-Byung Yang
Berkin Akin
Warwick Tucker
Andreas Johansson
Naphtali Rishe
Shijiu Jin
Cecilia Holmgren
Muhammad Irfan 0004
Björn Herrmann
Tianjie Xu
Guotian Ji
Jing-Jing Cui
Lara Kassab
Filippo Bosi
Sanjeev Jain
Guangyu Li
Xiaolin Wang
Flavio Bezerra Costa
Yilei Zhang
Mickey Pelletier
Tim Regan
Jianwei Liu
Byeongho Choi
Xiaoyi Wang
Muhammad Azeem Sarwar
Grzegorz Gabor
Shubham Singhal
Mohd. Hanif Yaacob
Chao Lu
Yao-hui Wu
Won-Seok Kang
Yang Liu 0018
Christian Hane
Yi Qin
Milan Hladík
Florian Beguet
Ramón Hervás
Johannes Hillmann
Jung-Chih Chiao
Yingshu Li
Xiangcheng Chen
Marian-Cristian Rotariu
Bong-Hwan Kwon
Maia Martcheva
Chengke Wang
John Canning
Kan Li
Jaesung Choi
S. O. Ozturk
Liangqi Gui
Anders Eivind Braten
Raúl Montoliu-Colás
Devon Clark
Yangyang Fan
Taekyun Kim 0001
Yazdan Batmani
Xin Yuan 0004
Mohamed Himdi
Kahori Kita
Mohammad Alian
Prasad N. Enjeti
Norjihan Abdul Ghani
Sanjay Kumar Biswash
Ning Ji
Hamid Jafarkhani
Zhe-Peng Deng
Gabriel Leen
Tianzhang Xing
Namhun Koo
Adão Silva
Toshiaki Tsuji
Sam Fowler
Iakovos Gurulian
Enver Tatlicioglu
Ronghu Chi
Xinqi Tian
Reza Beiranvand
M. A. Hernández-Verón
Elçin Gökmen
Radek Marik
Jürgen Kurths
Majed Hamad Alhameed
Hongkun Chen
Yangyang Wu
Gregory Dobler
Yang Yang 0006
Jonathan Balzer
Hanshen Xiao
Miki Yamamura
Ehsan Monabbati
Zoltán Kovács
Stelarc Stelarc
Slawomir Puchalski
Thierry Cresson
Keqiang Li
Wenjie Bai
Li Gu
Norton Petry
Khalid Tourkey Atta
Julia Mossbridge
Jiajie Fan
Christian Riess
Haotian Zhai
Xiaojun Cao
Dragana Sandic-Stankovic
Benjamin S. Riggan
Martin Piccolrovazzi
José David López
Heesang Ahn
Birgitta Lindström
Xiaoguang Chen
Hengwei Zhang
Li Chen 0013
Alberto Gaeta
Badri Nath
Winnie E. Svendsen
Soo-Chang Pei
Roc Berenguer
Xiaoxia Xing
Yong Bum Kim
Andreas Holzinger
Ron Shu-Yuen Hui
Maha Maalej
Chun-Yu Wu
Kåre Synnes
E. A. Unigarro Calpa
Joanna Kijak
Guadalupe Ortiz
Constantin Apetrei
Lei Zhang 0053
Diarmuid Corcoran
Jialing Bai
Ron Slossberg
Yali Gao
Dariusz Idczak
Gary Banuelos
Hoang-An Le
Tarek R. Besold
Ming Ma
Huafeng Liu
Nicolas Peltier
Ronald B. Melton
Fabrizio Balducci
Wanbing Zhao
Gina Greco
Muhammad Naeem 0001
Meng Zhang
Naotaka Nishimura
Saurabh Kumar
Vinod Sharma
S. Ramkumar
Koichi Hidaka
Adam Jones
Himan Shahabi
Haiqing Li
Mattias P. Heinrich
Brandon Dixon
Zhouguo Chen
Joan Pons-Nin
Ahmed Taha
Joelle Alcaidinho
Ziyu Zhang
Ahmed Alsohaily
Songlin Zhuang
Mohamed Adel Serhani
Dan A. Mazilu
Prashant Krishnamurthy
Fuyang Chen
Binqiang Chen
Chaoling Yao
Thierry Kayiranga
Guoxi Sun
Zhenzhen Xu
Ajay D. Kshemkalyani
Jimmy S. J. Ren
Guohua Lu
Katja Auernhammer
H. Jeff Smith
Vinh Pham-Xuan
Fabrice Labeau
Paul Annus
Vincent Vezza
Yonghao Gui
Agustín Leobardo Herrera-May
Jose Fabio Kolzer
Anna Cantini
Davies William de Lima Monteiro
Christiane K. Kuhl
Mohamed Ryad Boukhari
Matthew Turk
B. S. Manoj
Ioannis Kapsalis
Lin Jia
Kejian Song
Hamza Chniter
Jiaying Du
Roman Kamnik
Giuseppe Ruello
Min Lu
Andrey Bogomolov
Mahmoud M. Elnaggar
M. Sai Siva RamaKrishna
Anyong Hu
Shambhu N. Sharma
Yuting Geng
Alfonso Bahillo
Xingbin Zeng
Venkatesulu M.
Yi-Fei Pu
Pengcheng Zhang
Siddharth Srivastava
José V. V. Sobral
Ruimin Lyu
Klara Nahrstedt
Tobias Nef
Hossein Shokri Ghadikolaei
Adam Jahraus
Jun Kato 0001
Nomdo M. Jansonius
Xuewei Zhang
Zhenmin Wang
Xiaobo Zhang
Alfonso Gómez-Espinosa
Edgardo Alvarez
Iyad Husni Alshami
Minghui Zheng
Giulia Rigamonti
Pavan K. Reddy
Kun Wang
Elena Pérez-Hernández
Longxing Shi
M. M. Rajan Singaravel
Philippe Lenca
Sing Yee Chua
Huaizong Shao
M. Inmaculada González-Martín
Andrea Massa
Hongqiang Lv
Leonard Kosta
Wenhua Guo
Jongpal Kim
Molly Nicholas
Mathias Angelico Engelhardt
Lin Miao
Mohammad Daisy
Zheng Zhang
Attaphongse Taparugssanagorn
Lucian Busoniu
Yonglin Leng
SungHun Cho
Moritz Waldmann
Giovanni Dimauro
Shanshan Lin
Hoang Hiep Nguyen
Fernando Fonseca-Navarro
Gary Hsieh
Xuesong Wang
Satoshi Miyata
Jeehyun Kim
Isabel Guimarães
Sheng-Fen Chien
Eugen Solowjow
Kexin Guo
Reinhard Helbig
Álvaro González-Vila
Young Ik Son
Jordan Beck
Gotzon Aldabaldetreku
Kwangmin Joo
Ishtiaq Ahmad
Huijie Chen
Jelica Protic
Zhanfeng Song
Siyu Chen
Crystal Schaaf
Pablo Zometa
Bivas Bhattacharya
Natale Brogno
Guibo Zhu
Uta Heiden
Rinko Miyazaki
Krikor B. Ozanyan
Fangwen Tu
Myriam Arrue
Arshad Saleem
Gianfranco Matuozzo
Noor Hafizah Abdul Aziz
Elena Lawrence
Paolo Castaldi
Hexu Sun
Fan Zhao
Hui Xu
Toru Nakamura
De Wu
Dzmitry A. Budzko
Biyao Cheng
Bharath Ramesh
Alex Yakovlev
Antônio Francisco Neto
Yuechao Ma
Tomas Blazauskas
José de Jesús Kú-Herrera
Yeol Je Cho
Reese Muntean
Enis Tuncer
Ping Zhou 0003
Lianfang Cai
Lantian Guo
Robert Jankowski
Marko Beko
Robert Olbrycht
Luke England
Adel B. Abd El-Rahman
JongSuk Lim
Sebastiano Schutz
Felipe Cruz-Martinez
Zhenguo Shi
Reinoud F. Wolffenbuttel
Madhu Sudan
Giovanny Chávez
Abdur Rehman
Roberto Manduchi
Sanket Kadarkar
Hardy Halbauer
Zhiguo Gui
Qiwei Han
Udochukwu B. Akuru
Xusi Han
Yao-Wen Kuo
Leah H. Jamieson
Sarah Martindale
Yalou Huang
Jihoon Hyun
Mads V. Bram
David Caicedo
Ravipudi V. Rao
Juan Pablo Campos-Lopez
Alessandro Verde
Ahmed Hefnawy
Sergej Deutsch
Qi Zhou
Sy-Yen Kuo
Xiang Jia
Gholamreza Moradi
Cäcilia Oberndorfer
Xiangwu Gong
Giuseppe Fenza
Heugjoo Shin
Hyeonkyeong Yang
Mikhail Gitman
Paolo Crippa
Lachit Dutta
Yuankui Yang
Neil Bergmann
Fouzia Elbahhar
Miguel Angel Sánchez Urán
James Janesick
William J. Chappell
Jun Jin
Mary B. Alatise
Thijs Veugen
Fuyu Liu
Ralf R. Müller
Zeljko Zilic
Lara Orlandic
Guwon Kwon
Guanjun Zhang
Jie Mei
Karim Benouaret
Junhui Xiang
Marwan Bikdash
Nikita Uzhegov
Feng Lin 0005
Jong-Myon Kim
Li Ran
Suranga Nanayakkara
Sergey N. Dashkovskiy
Renaud Sirdey
Jussi Koppinen
Qijing Lu
Tianyi Song
Zdenek Smarda
Daniel Garcia
Ayan Mondal
Haijun He
Hayati Havlucu
Piyaphan Pongpradit
Shihua Cao
Neven Elezovic
Tesfaye Waryo
Liang Gao
Suiyan Geng
Ashish Shrivastava
Paragkumar Thadesar
Shimin Wang
Xun-Huan Deng
Chih-Lin I
Kin Fun Li
Wenwen Kong
Billy Sperlich
Heng Tang
Ruiming Wang
Muhamad Faisal
Göktürk Üçoluk
Toufiqul Islam
Thomas Deacon
A. S. Hassan
Ayse Nur Önem
Yanan Zhi
Ramon dos Reis Fontes
Jun Shiomi
Jia-Ying Wang
Rainer Brück 0001
Ye-Hwa Chen
Anila Yasmeen
Dongwan Kim
Ping-Wen Chen
Nattachart Tamkittikhun
Miguel García Pineda
Xia Zhang
Zhongwen Guo
Pádraig Cantillon-Murphy
Lusheng Wang
Joonmoo Huh
He Miao
Tadayoshi Aoyama
Silvio Jurk
Rongqian Yang
Sudhindra A. Kota
Joosep Link
Dian Tresna Nugraha
Euijin Hwang
Yilmaz Sozer
Fernando A. Kuipers
Woohun Lee
Gaurav Goyal
Hitoshi Masuyama
Hwang-Cherng Chow
Julien Audiffren
Yonghui Zhao
Mehdi Kaytoue
Xinfu Liu
Shahram Izadi
Almudena Rivadeneyra
Michail E. Kiziroglou
Han Zou
Hasan Rastegar
Michael Schmidt
Dandan Wang
Jesús Chacon
Linxi Dong
Hao Jiang 0007
Ming Tze Ong
Yuxin Niu
Christian Brenig
Daeyoung Park
Dogan Demirhan
Zhihao Ge
Jim Holmes
Barbara Horváth
Miguela Martin
Raphael Falque
Lee Empringham
Alonzo Kelly
Amanda Gilvin
Young Beom Song
Haitham Al-Ani
Ying Tan 0001
Qinyong Lin
Chenglong Wang
Srikumar Panda
João B. Rocha-Junior
Fernando Teubl Ferreira
Luis Manuel Barrera
Ferran Orga
Yilin Xu
Tianhao Guo
Liang Zou
Rajon Bardhan
Richard M. Zahoransky
Biao Hu
Ji-In Park
Tae-Suk Bae
Gianmarco Baldini
Shai Halevi
Pedro J. Rivero
Elodie Boisselier
Thierry Cruanes
Tim Grunert
Koji Araki
Sonda Chtourou
Natsumi Hashimoto
Daniel Palomares
Efthymios Kallos
Banlan Zhu
Zhenzhu Su
Kai Niu
Huifang Chen
Xihui Chen
Xinshui Wang
Markus Berg 0001
Erik Sikström
H. Doostie
Swarup Bhunia
Xiaoxing Zhang
Gergely Vadai
Zhijie Fang
Steve Benford
Linling Tang
Sunil K. Kopparapu
Rongxiang Zhao
Christina Parpoula
Jose A. Marmolejo Saucedo
Shijie Zhou
Brian H. Y. Lee
Xiaohong Zhang
Manuel Eberl
Jacob Lum
Zhongxu Hu
Jesús Peral Cortés
Alessandro D&apos;Ignoti
Nguyen Trong Nghia
Giordano Lanzola
Saïd Abbas
B. H. Bradshaw-Hajek
Shuuichi Kariyazaki
Hu Huang 0003
Ragaad AlTarawneh
Shohei Ishikawa
Manuel Alvarez-Campana
Kazuyuki Fujita
Marta Di Michele
Jingkun Gao
Jaime Galán-Jiménez
Shafique Akbare
Paul Crolla
Rebecca Stewart
Lisa Månsson
Tushar Jain
Fuming Sun
Amr F. Desouky
Feng Yu
Afnan A. Aljaser
Sarah Chiti
Denise Demirel
Yue Chen
Stefano Facchinetti
Zhigong Wu
Amalia Beatriz Orúe López
Jae Dong Chung
Metwally Rashad
Takashi Kashino
Kengo Watanabe
Cheol-O. Yeon
Silke Jansen
Tae-Won Chun
Xiaoxiao Qiu
Jianguo Liu
Holger Reckter
Héctor Giacomini
Jinxi Fei
Johanna Heinonen
Than Than Wai
Huai Zhang
Álvaro Sáenz de Inestrillas
Juan Carlos Campo Rodriguez
Rabeb Mizouni
José Manuel Sánchez-Vílchez
Andrew C. Simpson
Andrew K. C. Wong
Thieu J. G. Lammers
Toshiya Okazaki
David Hynek
Yulin Zhao
Hideki Shiroshita
Philipp Tiefenbacher
Marco Calderini
Olaf Kähler
Carlos M. D. Viegas
Giuseppe Di Massa
Zhibin Miao
Ronny Netzbandt
Amirah Alomari
Antonio Martí Campoy
Mateusz Smietana
Jürgen Vangeyte
Nicola Bazzanella
Claudinor Bitencourt Nascimento
Frances S. Ligler
Tudor-Bogdan Airimitoaie
Ignacio Bravo Muñoz
Kjeld Madsen
Swomitra K. Mohanty
Zhiming He
Michael Mark
Li-Fan Wu
Swaroop K. Pal
Debesh K. Das
Luigi Zeni
Federico Silvestro
Calogero Pace
Antonio Greco
Kazunari Tamamizu
Sture Van de Moortel
Jing-Hui Hu
In Tae Kim
Stefan Gerhardt
Nadeem Abdul Hamid
Wuhui Chen
Imed Kacem
Bingbing Gao
Alejandro Gámez
Zerong Peng
Julien Le Kernec
Yan Hong
Reza Allahyari
Delong Liu
Jun Xu 0018
Zhengming Shu
Siddharth S. Kulkarni
Kwang-Won Koh
Kemal Maulana Alhasa
Thomas Gougeon
Yan Wang
Yudeng Qiao
Kris Luyten
Elena Zheleva
Mete Ozay
Anja K. Skrivervik
Bhavya Deep
Mark van der Meijde
Angel Palomares
Cheng Lei
Baosheng Sun
Bryce T. Bajar
Haijin Fu
Wenpeng Wang
Yingyou Wen
Pavel V. Bakharev
Thomas Wagenleiter
Zeeshan Shafiq
Xiaoyan Chen
Imran M. Saied
Paolo Montuschi
Murilo Coutinho
Manan Suri
Mitja Lustrek
Sheyang Ning
Nicolas Muller
Jian Ma
Shigenobu Sekine
Jung-Wook Park
Anuradha Kar
Juyoung Kang 0001
Zafer D. Özdemir
Fu Liu
Christian Kuster
Paola Fanzio
Krzysztof Dragan
Yuewei Li
Hamidreza Eshraghi
Menghuai Wu
Seiji Munetoh
Bharat K. Bhargava
Guoping Gong
Xianming Liu
Mo-Yuen Chow
Keith Nesbitt
Nam-Chul Choi
Haomeng Xie
Matt Collins
Fazhi Song
Sébastien Ferré
Kui Jia
Moojan Ghafurian
Guy Guemkam
Longjun Huang
Alexander Schlaefer
Mingjian Cui
Ljiljana S. Peric
N. Parimala
Yusri Yusup
Béla Genge
Hamidreza Moradi
Ye Lin
Fabio Molina da Silva
Sudhir Dixit
Hoeryong Jung
Phillip C.-Y. Sheu
Alexey Vinel
Marcos Arjona
Pawel Skrzypczak
Lingzhong Guo
Thomas Decarpenterie
Robert D. Gregg
Zhaoyang Zhang 0001
Farhad Larki
Musaed Alhussein
Chandrima Chakrabarti
Lauri Juvela
Karthikeyan Sankaralingam
Nan Guo
Samuli Kallio
Changyun Wen
Jiunyuan Chen
Baptiste Bourreau
Filip Van der Schueren
Israel Eduardo de Barros Filho
Makoto Koshino
Inam Ullah Nutkani
Bin Luo 0003
Lianzhong Guan
Ali Danesh
Han-Xiong Li
Zhoujun Li
Pradeep Kumar Gopalakrishnan
Jennifer Roberts
Seddik Bacha
Milua Masikini
Usman A. Khan
Tulja Vamshi Kiran Buyakar
Mohamed Suhail
Youngho Park 0005
Linna Chen
Ryuka Ko
José Luís Santos
Anirudh Ramnath
Marjorie Cosson
Muhammad Nabeel
Lei Guo 0003
Ismail Hababeh
José Ignacio Artigas Maestre
Seol Yi Shin
Andreas Schmoll
Yishou Wang
Michael Schmitz 0001
Reza Saadati
Hong Xiang
Minah Suh
José A. Somolinos
Cyril Labbé
Xiao Xu
Jiabi Liang
Antoanela Náaji
Zhen Lin
Jason Liu
Luciano P. Reis
Mainak Chatterjee
Keith M. Diaz
Patrick Dougherty
Ke Xian
Philippe Bonnot 0001
Robert Gailey
Xianmin Zhang
Peiyao Chen
Tanja Heuer
Wenying Xu
Jinyao Zhang
Alexis Paljic
Wen-Ru Tsai
Nof Abuzainab
Marian Ostrowski
Haryong Song
Sumit Kundu
Subhas Mukhopadhyay
ChiuYuan Tai
Bo Du
Xin Liu 0022
Ruggero G. Pensa
Bernhard Buchholz
Joseph Hannigan
Bernard Devereux
Mario Vasile-Cabezas
Hyo-Seon Jang
Sebanjila Kevin Bukasa
Neeraj Mittal
Guowei Gao
Ryan Heartfield
Chek-Sing Teo
Daniele Trinchero
Minyang Cheng
Mikel Armendariz
Kevin Aubry
John Majikes
Arisa Hayashi
M. S. Yazici
Mohamed S. A. Dahidah
Dongsun Kim 0002
Shih-Lin Wu
Pallabi Ghosh
Gülfem Isiklar Alptekin
Kevin D. Shepherd
Cristina Coscia
Xiaoming Duan
Rajaram Siva Subramaniam
Cuilan Wang
Jian-Xin Xu 0001
Raniero Rapone
Hongtao Zhang
Hyunseung Choo
Bo Yu
Hanyun Shen
Patrizia Marti
Dong-Hyuk Lee
Heng Pan
Luca Foschini
Nhan Duc Nguyen
Chandan Chakraborty
Davinia Font
Congfeng Jiang
Kwanghyun Cho
Zhenquan Yang
Jong-In Song
Zhenxian Fu
Jonathan DeCastro
Yusuke Kawano
Hiroaki Arie
Modesto T. López-López
Ming Xin 0001
Gregory F. Welch
Gun-Woong Lee
Saba Arshad
Bruno Grenet
Gaining Han
Alexander Keck
Kai Chen
Kyungrak Lee
Ji Hwan Park
Yiannis Andreopoulos
Huidong Bai
Ahmet Sayar
Jing Selena He
Hossam Ali
Pieter Vanderniepen
Enric Fernández
Shuyang Ding
Yichun Liu
Xue Liu 0001
Ron Steinfeld
Jean-Pierre Frangi
Zainal Salam
Daniele Midi
Dariusz Janiszewski
Raoul de Charette
Hui-Bin Tao
Hannes Wegleiter
Toktam Mahmoodi
Song Yu
Diego Cabello
Jithin J
Shahin Boluki
Zhenrui Yang
Anthony Guiseppi-Elie
Yu Wang
Anamika Dubey
Kishore Bingi
Davide Campagnolo
Hongqi Li
Takafumi Hayashi
Periklis Chrysogelos
Sami Elhag
Anqing Wang
Xiangchen Qian
Subhash Bhalla
Enrique Valero
Constandinos X. Mavromoustakis
Philippe Helluy
Yusuke Nishizawa
Guangchen Wang
Marcela V. Mihai
Jesús Elías Miranda-Vega
Jafar Milimonfared
Bruna P. Naidek
Tom Rientjes
Vahid Azimirad
Chuang-Wen You
Jinqi Zhao
Anatolii Tcai
Roslina Mohd Sidek
JongHyup Lee
Fujin Deng
Sumit Jagdish Darak
Douglas L. Maskell
Chen Xu 0003
Praful D. Mankar
Yuxin Jiang
Giacomo Langfelder
Yuhui Deng
Yu Chen
Mingliang Che
Vincent Le Saux
Balaji Venkat
Martin Aumüller 0001
Hyo-Rim Choi
Moloud Abdar
M. P. R. Sai Kiran
Mary C. Whitton
Lizhe Wang
Mariacristina Gallo
Yujiang Wu
Wenmin Li
Mohammed Asadullah Khan
Jiangbin Lin
Lei Yan
Boris R. Andrievsky
Lubomir T. Dechevsky
Qiang Li 0008
Chi Yung Chung
Pengxiang Li
Anja Thieme
Reinaldo M. Palhares
M. Hadi Amini
Liangjian Lyu
Mostafa I. Marei
Thomas S. Cook
Fuli Zhang
María C. Onaindia
Paolo Lussu
Thanh Nam Pham
Ali Yavari
Danda B. Rawat
Dong Dong
Wenting Zhi
Huan-Yuan Chen
Zhizhao Huang
Luiz F. Q. Silveira
Jun-Peng Gong
Gong-De Guo
Saifullah Payami
Cong Peng
Takuya Nakamura
Bo Liu 0012
Niccolò Buffi
Hosung Choo
Kai Liang
Sang-Heon Lee
Minglun Gong
Hyun-Woo Sim
Xiao-Yang Liu
X. Y. Ma
Peter Glösekötter
Cristian J. Luciano
Mourad Nedil
Yuki Nagatsu
Hao Qian
Shilin Pang
Stefania Campopiano
Pascal Lessel
Akihito Seki
Gaofeng Pan
Wen Ding
Suresh Neethirajan
Zicheng Zhang
Lei Li
Tiziana D&apos;Orazio
Delia M. Braun
Patricia Pons
Qian Ren
Qi Liu
Vangelis Angelakis
Fengzhu Che
Richard O. Sinnott
Arvind Arasu
Seungkyu Lee
Marco R. Cavallari
Jason Helge Anderson
Javier Bajo
Kash Anderson
Muhammad Moosa
Esko Luttinen
Hyemin Kang
Chaoyin Huang
Jianwei Peng
Yong He 0001
Patrick Pogscheba
Djamal Boukerroui
Matthieu De Mari
Liang Shen 0001
Meng Zhang 0010
Weihua Xie
Mateusz Mydlarz
Dai Nguyen
Keiichiro Iwanabe
Yalan Ye
Liangliang Wang
Henrik Asplund
Katrina Lassiter
Chih-Yen Chiang
Chris Child
Sudeep Koshy Kurien
Patrick Bartholomeus
Bitan Bandyopadhyay
Jan Skrzypczak
Erik Jan Marinissen
Jinsong Yang
Mark Reynolds
Walter F. Schmidt
Te Han
Shikha Singh 0001
Aiko Uemura
