:START_ID(Author)	corresponding_author	:END_ID(Article)
Tomasz Blaszczyk	Yes	10781
Mariusz Ciesielski	No	10781
Ricardo Abreu Blaya	Yes	10782
Rafael Ávila Ávila	No	10782
Juan Bory Reyes	No	10782
Ricardo Abreu Blaya	Yes	10783
Juan Bory Reyes	No	10783
Ramón M. Rodríguez-Dagnino	No	10783
Jan Bohácek	Yes	10784
Abdellah Kharicha	No	10784
Andreas Ludwig	No	10784
Menghuai Wu	No	10784
Oganeditse A. Boikanyo	Yes	10785
Hüseyin Bor	Yes	10786
Carlos F. Borges	Yes	10787
Alessandra Borrelli	Yes	10788
Giulia Giantesio	No	10788
Maria Cristina Patria	No	10788
Radu Ioan Bot	Yes	10789
Ernö Robert Csetnek	No	10789
Christopher Hendrich	No	10789
L. Botti	Yes	10790
Salah Boulaaras	Yes	10791
Mohamed Haiour	No	10791
John P. Boyd 0001	Yes	10792
Cleonice F. Bracciali	Yes	10793
Juan José Moreno-Balcázar	No	10793
Cleonice F. Bracciali	Yes	10794
Jairo S. Silva	No	10794
A. Sri Ranga	No	10794
Paul Bracken	Yes	10795
B. H. Bradshaw-Hajek	Yes	10796
Raseelo Joel Moitsheki	No	10796
Naim L. Braha	Yes	10797
Valdete Loku	No	10797
Hari M. Srivastava	No	10797
Paola Brambilla	Yes	10798
P. Brivio	No	10798
Alberto Guardone	No	10798
G. Romanelli	No	10798
Jan Brandts	Yes	10799
Apo Cihangir	No	10799
Michal Krízek	No	10799
Carmo P. Brás	Yes	10800
Masao Fukushima	No	10800
Alfredo N. Iusem	No	10800
Joaquim João Júdice	No	10800
Yesnier Bravo	Yes	10801
Gabriel Luque	No	10801
Enrique Alba	No	10801
Luigi Brugnano	Yes	10802
Gianluca Frasca Caccia	No	10802
Felice Iavernaro	No	10802
Weiping Bu	Yes	10803
Yifa Tang	No	10803
Yingchuan Wu	No	10803
Jiye Yang	No	10803
Ondrej Bublík	Yes	10804
Jan Vimmr	No	10804
Alena Jonásová	No	10804
Dzmitry A. Budzko	Yes	10805
Alicia Cordero	No	10805
Juan R. Torregrosa	No	10805
Dawid Bula	Yes	10806
M. Lewandowski	No	10806
I. Bula	Yes	10807
M. A. Radin	No	10807
Berna Bülbül	Yes	10808
Mehmet Sezer	No	10808
Andriy Burkov	Yes	10809
Brahim Chaib-draa	No	10809
T. A. Burton	Yes	10810
Bo Zhang	No	10810
Fevzi Büyükkiliç	Yes	10811
Z. Ok Bayrakdar	No	10811
Dogan Demirhan	No	10811
Alberto Cabada	Yes	10812
Carlos Fernández-Gómez	No	10812
Wenjun Cai	Yes	10813
Yajuan Sun	No	10813
Yushun Wang	No	10813
Jiaxiang Cai	Yes	10814
Yushun Wang	No	10814
Yuezheng Gong	No	10814
Yongli Cai	Yes	10815
Yuan Yuan	No	10815
Xinzhe Lian	No	10815
Weiming Wang	No	10815
María del Carmen Calvo-Garrido	Yes	10816
Carlos Vázquez	No	10816
Beatriz Campos	Yes	10817
Alicia Cordero	No	10817
Juan R. Torregrosa	No	10817
Pura Vindel	No	10817
Tuncay Candan	Yes	10818
Vicente F. Candela	Yes	10819
Rosa M. Peris	No	10819
Chuansheng Cao	Yes	10820
Sheng Chen 0003	No	10820
Jing Li	No	10820
Zhaohui Liu	No	10820
Lu Zha	No	10820
Sheng Bao	No	10820
Chuguang Zheng	No	10820
Shujuan Cao	Yes	10821
Matthias Dehmer	No	10821
Jiwei Cao	Yes	10822
Zhihao Ge	No	10822
Yang Cao	Yes	10823
Zhi-Ru Ren	No	10823
Limei Cao	Yes	10824
Xinhui Si	No	10824
Liancun Zheng	No	10824
Xiaodong Cao	Yes	10825
Xu You	No	10825
Ingrid Carbone	Yes	10826
Angeles Carmona	Yes	10827
Andrés M. Encinas	No	10827
Silvia Gago	No	10827
M. José Jiménez	No	10827
Margarida Mitjana	No	10827
M. Consuelo Casabán	Yes	10828
Juan Carlos Cortés	No	10828
Lucas Jódar	No	10828
Kenier Castillo	Yes	10829
Canan Çelik	Yes	10830
Oliver Salazar Celis	Yes	10831
Lingzhi Liang	No	10831
Damiaan Lemmens	No	10831
Jacques Tempère	No	10831
Annie A. M. Cuyt	No	10831
Zhongdi Cen	Yes	10832
Aimin Xu	No	10832
Anbo Le	No	10832
Pietro Cerone	Yes	10833
Sever Silvestru Dragomir	No	10833
Eder Kikianty	No	10833
Kunal Chakraborty	Yes	10834
Kunal Das	No	10834
Samadyuti Haldar	No	10834
T. K. Kar	No	10834
Che-Jung Chang	Yes	10835
Der-Chiang Li	No	10835
Yi-Hsiang Huang	No	10835
Chien-Chih Chen	No	10835
Lili Chang	Yes	10836
Gui-Quan Sun	No	10836
Zhen Wang	No	10836
Zhen Jin	No	10836
Yu-Huei Chang	Yes	10837
Jinn-Shyong Yang	No	10837
Jou-Ming Chang	No	10837
Yue-Li Wang	No	10837
Yong-Kui Chang	Yes	10838
Mei-Juan Zhang	No	10838
Rodrigo Ponce	No	10838
Fugang Chao	Yes	10839
Han Ren	No	10839
Ni Cao	No	10839
A. Chaoui	Yes	10840
Assia Guezane-Lakoud	No	10840
George E. Chatzarakis	Yes	10841
M. Lafci	No	10841
Ioannis P. Stavroulakis	No	10841
George E. Chatzarakis	Yes	10842
Özkan Öcalan	No	10842
José M. Chaves-González	Yes	10843
Miguel Ángel Pérez Toledano	No	10843
Shyh-Feng Chen	Yes	10844
Chao-Ping Chen	Yes	10845
Chao-Ping Chen	Yes	10846
Feixiang Chen	Yes	10847
Guanwei Chen	Yes	10848
Fang Chen	Yes	10849
Boshan Chen	Yes	10850
Jiejie Chen	No	10850
Zhixiang Chen	Yes	10851
Feilong Cao	No	10851
Jinjie Hu	No	10851
Dali Chen	Yes	10852
Yangquan Chen	No	10852
Dingyu Xue	No	10852
Xiao-Ping Chen	Yes	10853
Hua Dai	No	10853
Zengqiang Chen	Yes	10854
Matthias Dehmer	No	10854
Yongtang Shi	No	10854
Chao-Ping Chen	Yes	10855
Neven Elezovic	No	10855
Zhaohui Chen	Yes	10856
Qi Huang	No	10856
Zhang Liu	No	10856
Zhong Chen	Yes	10857
Wei Jiang	No	10857
Yiming Chen	Yes	10858
Xiaohong Ke	No	10858
Yanqiao Wei	No	10858
Yiren Chen	Yes	10859
Rui Liu	No	10859
Lin Chen 0013	Yes	10860
Jinfeng Liu 0002	No	10860
S. Chen	Yes	10861
Fawang Liu	No	10861
X. Jiang	No	10861
Ian W. Turner	No	10861
Vo Anh	No	10861
Cai-Rong Chen	Yes	10862
Changfeng Ma	No	10862
Chao-Ping Chen	Yes	10863
Richard B. Paris	No	10863
Shao-Chun Chen	Yes	10864
Yan-Ping Sun	No	10864
Jikun Zhao	No	10864
Hongyan Chen	Yes	10865
Wendi Wang	No	10865
Rui Fu	No	10865
Jianfeng Luo	No	10865
Liping Chen	Yes	10866
Ranchao Wu	No	10866
Yigang He	No	10866
Lisheng Yin	No	10866
Mei-huan Chen	Yes	10867
Li Wang 0043	No	10867
Juan Wang	No	10867
Shiwen Sun	No	10867
Chengyi Xia	No	10867
Shangdi Chen	Yes	10868
Xiaolian Zhang	No	10868
Ruyun Chen	Yes	10869
Xiaoliang Zhou	No	10869
Hao Chen 0021	Yes	10870
Shouming Zhong	No	10870
Jinliang Shao	No	10870
Xue Cheng	Yes	10871
Zhong Chen	No	10871
Qingpu Zhang	No	10871
Xiyou Cheng	Yes	10872
Guowei Dai	No	10872
Yongkuan Cheng	Yes	10873
Yangxin Yao	No	10873
Boumediène Chentouf	Yes	10874
Roman Cherniha	Yes	10875
Vasyl&apos; Davydovych	No	10875
Alexander A. Chesnokov	Yes	10876
Irina V. Stepanova	No	10876
Mao-Ting Chien	Yes	10877
Hiroshi Nakazato	No	10877
Suh-Wen Chiou	Yes	10878
Chun-Yuan Chiu	Yes	10879
Tian-Shyr Dai	No	10879
Yuh-Dauh Lyuu	No	10879
Chak-On Chow	Yes	10880
Toufik Mansour	No	10880
Alexandra Christophe	Yes	10881
Yann Le Bihan	No	10881
Francesca Rapetti	No	10881
Changbum Chun	Yes	10882
Beny Neta	No	10882
Changbum Chun	Yes	10883
Beny Neta	No	10883
Changbum Chun	Yes	10884
Beny Neta	No	10884
Kun-Jen Chung	Yes	10885
Jui-Jung Liao	No	10885
Pin-Shou Ting	No	10885
Shy-Der Lin	No	10885
Hari M. Srivastava	No	10885
Mieczyslaw Cichon	Yes	10886
Ahmet Yantir	No	10886
Jan L. Cieslinski	Yes	10887
Leonid V. Moroz	No	10887
Cezary J. Walczyk	No	10887
Apo Cihangir	Yes	10888
Julio B. Clempner	Yes	10889
Alexander S. Poznyak	No	10889
Monica Conti	Yes	10890
Vittorino Pata	No	10890
Alicia Cordero	Yes	10891
José Antonio Ezquerro	No	10891
Miguel Ángel Hernández-Verón	No	10891
Juan R. Torregrosa	No	10891
Alicia Cordero	Yes	10892
Taher Lotfi	No	10892
Katayoun Mahdiani	No	10892
Juan R. Torregrosa	No	10892
Anastasia Cornelio	Yes	10893
Federica Porta	No	10893
Marco Prato	No	10893
Juan Carlos Cortés	Yes	10894
Francisco-José Santonja	No	10894
Ana C. Tarazona	No	10894
Rafael J. Villanueva	No	10894
Javier Villanueva-Oller	No	10894
Ioana Craciun	Yes	10895
Daniela Inoan	No	10895
Dorian Popa	No	10895
Lucian Tudose	No	10895
Juan C. Cruz-Victoria	Yes	10896
Rafael Martínez-Guerra	No	10896
Claudia A. Pérez-Pinacho	No	10896
Gian Carlo Gómez-Cortés	No	10896
Ming Rong Cui	Yes	10897
Hongyong Cui	Yes	10898
Yangrong Li	No	10898
Huanhuan Cui	Yes	10899
Menglong Su	No	10899
Yujun Cui	Yes	10900
Yumei Zou	No	10900
Dao Huy Cuong	Yes	10901
Mai Duc Thanh	No	10901
Ljiljana Cvetkovic	Yes	10902
M. Eric	No	10902
Juan Manuel Peña	No	10902
Louis D&apos;Alotto	Yes	10903
Nguyen Van Dac	Yes	10904
Tran Dinh Ke	No	10904
Zhifeng Dai	Yes	10905
Xiaohong Chen 0001	No	10905
Fenghua Wen	No	10905
Hong-Liang Dai	Yes	10906
Ting Dai	No	10906
Xiang Yan	No	10906
Li-fang Dai	Yes	10907
Mao-lin Liang	No	10907
Hong-Tao Fan	No	10907
Seshu Kumar Damarla	Yes	10908
Madhusree Kundu	No	10908
Marius-F. Danca	Yes	10909
Roberto Garrappa	No	10909
Roy Danchick	Yes	10910
B. S. Dandapat	Yes	10911
S. K. Singh	No	10911
Krassimir D. Danov	Yes	10912
Kinkar Chandra Das	Yes	10913
Ivan Gutman	No	10913
Mohammad J. Nadjafi-Arani	No	10913
Kinkar Chandra Das	Yes	10914
Seyed Ahmad Mojallal	No	10914
Ivan Gutman	No	10914
Payel Das	Yes	10915
Gnaneshwar Nelakanti	No	10915
Abhishek Das	Yes	10916
Srinivasan Natesan	No	10916
Kedar Nath Das	Yes	10917
Raghav Prasad Parouha	No	10917
Giuseppe Dattoli	Yes	10918
Emanuele Di Palma	No	10918
Elio Sabia	No	10918
Silvia Licciardi	No	10918
Matthias Dehmer	Yes	10919
Frank Emmert-Streib	No	10919
Yongtang Shi	No	10919
Matthias Dehmer	Yes	10920
Miriana Moosbrugger	No	10920
Yongtang Shi	No	10920
Matthias Dehmer	Yes	10921
Yongtang Shi	No	10921
Abbe Mowshowitz	No	10921
Matthias Dehmer	Yes	10922
Kurt Varmuza	No	10922
Paul Delgado	Yes	10923
Vinod Kumar	No	10923
Jorge Delgado	Yes	10924
Juan Manuel Peña	No	10924
Pietro Dell&apos;Acqua	Yes	10925
Antonio Frangioni	No	10925
Stefano Serra Capizzano	No	10925
Chunyuan Deng	Yes	10926
Kaiying Deng	Yes	10927
Minghua Chen	No	10927
Tieli Sun	No	10927
Guifeng Deng	Yes	10928
Fengjie Geng	No	10928
Yun Zhang	No	10928
Zhiying Deng	Yes	10929
Yisheng Huang	No	10929
Xun-Huan Deng	Yes	10930
Qi-Ru Wang	No	10930
Zhan Zhou	No	10930
Chunyuan Deng	Yes	10931
Anqi Yu	No	10931
Chunyuan Deng	Yes	10932
Anqi Yu	No	10932
Yimin Wei	No	10932
Jingwei Deng	Yes	10933
Lijing Zhao	No	10933
Yujiang Wu	No	10933
Erhan Deniz	Yes	10934
Murat Çaglar	No	10934
Halit Orhan	No	10934
Nese Dernek	Yes	10935
Eyüp Ömer Ölçüçü	No	10935
Fatih Aylikçi	No	10935
Joydip Dhar	Yes	10936
Harkaran Singh	No	10936
Harbax Singh Bhatti	No	10936
A. Priya Dharshini	Yes	10937
S. Chandrakumarmangalam	No	10937
G. Arthi	No	10937
S. Dhawan	Yes	10938
Samir Kumar Bhowmik	No	10938
Sheo Kumar	No	10938
F. Díaz	Yes	10939
Gustavo Montero	No	10939
José María Escobar	No	10939
Eduardo Rodríguez	No	10939
Rafael Montenegro	No	10939
Josef Diblík	Yes	10940
Radoslav Chupác	No	10940
Miroslava Ruzicková	No	10940
Josef Diblík	Yes	10941
Michal Feckan	No	10941
Martin Pospisil	No	10941
Sheng-Hu Ding	Yes	10942
Xing Li	No	10942
Zhanwen Ding	Yes	10943
Qiang Li	No	10943
Shumin Jiang	No	10943
Xuedi Wang	No	10943
Jianwan Ding	Yes	10944
Chengjian Zhang	No	10944
Çetin Disibüyük	Yes	10945
Gospava B. Djordjevic	Yes	10946
Snezana S. Djordjevic	No	10946
Jasmina Djordjevic	Yes	10947
Svetlana Jankovic	No	10947
Dragan Djurcic	Yes	10948
Nebojsa Elez	No	10948
Ljubisa D. R. Kocinac	No	10948
Vít Dolejsí	Yes	10949
Dmitry V. Dolgy	Yes	10950
Dae San Kim	No	10950
Taekyun Kim 0001	No	10950
Toufik Mansour	No	10950
Dmitry V. Dolgy	Yes	10951
Dae San Kim	No	10951
Taekyun Kim 0001	No	10951
Toufik Mansour	No	10951
Gregor Dolinar	Yes	10952
Bojan Kuzma	No	10952
Janko Marovt	No	10952
Pia Domschke	Yes	10953
Oliver Kolb	No	10953
Jens Lang 0001	No	10953
Marco Donatelli	Yes	10954
David R. Martin 0002	No	10954
Lothar Reichel	No	10954
Yueping Dong	Yes	10955
Gang Huang	No	10955
Rinko Miyazaki	No	10955
Yasuhiro Takeuchi	No	10955
Xiao-Liang Dong	Yes	10956
Hongwei Liu	No	10956
Yu Bo He	No	10956
Yaying Dong	Yes	10957
Shunli Zhang	No	10957
Shanbing Li	No	10957
Bozena Dorociaková	Yes	10958
Rudolf Olach	No	10958
Bo Du	Yes	10959
Wenbo Du	Yes	10960
Yang Gao	No	10960
Chen Liu	No	10960
Zheng Zheng	No	10960
Zhen Wang 0009	No	10960
Xiao-Kun Du	Yes	10961
Hui Zhao	No	10961
Xiao-Heng Chang	No	10961
Xianbao Duan	Yes	10962
Feifei Li 0004	No	10962
Bhaskar Dubey	Yes	10963
Raju K. George	No	10963
Bernard Ducomet	Yes	10964
Alexander A. Zlotnik	No	10964
Alla Romanova	No	10964
Alexander N. Dudin	Yes	10965
Che Soong Kim	No	10965
Sergey A. Dudin	No	10965
Olga S. Dudina	No	10965
Argus A. Dunca	Yes	10966
Monika Neda	No	10966
Jacek Dziok	Yes	10967
Essam El-Seidy	Yes	10968
Nehzat Ebrahimi	Yes	10969
Jalil Rashidinia	No	10969
Tahereh Eftekhari	Yes	10970
Herbert Egger	Yes	10971
Fritz Kretzschmar	No	10971
Sascha M. Schnepp	No	10971
Igor Tsukerman	No	10971
Thomas Weiland	No	10971
Ahmad El-Ajou	Yes	10972
Omar Abu Arqub	No	10972
Mohammed Al-Smadi	No	10972
Ahmad El-Ajou	Yes	10973
Omar Abu Arqub	No	10973
Shaher Momani	No	10973
Dumitru Baleanu	No	10973
Ahmed Alsaedi	No	10973
Léa Jaccoud El-Jaick	Yes	10974
Bartolomeu D. B. Figueiredo	No	10974
Ahmed M. Elaiw	Yes	10975
N. A. Almuallem	No	10975
Neven Elezovic	Yes	10976
Isaac E. Elishakoff	Yes	10977
A. Daphnis	No	10977
Emad E. Elmahdy	Yes	10978
Julia Elyseeva	Yes	10979
Remus Daniel Ene	Yes	10980
Vasile Marinca	No	10980
Majid Erfanian	Yes	10981
Mortaza Gachpazan	No	10981
Hossain Beiglo	No	10981
Serkan Eryilmaz	Yes	10982
A. Esen	Yes	10983
O. Tasbozan	No	10983
H. Esmaeili	Yes	10984
M. Ahmadi	No	10984
Salete Esteves	Yes	10985
José J. Oliveira	No	10985
José Antonio Ezquerro	Yes	10986
M. A. Hernández-Verón	No	10986
A. I. Velasco	No	10986
Manuel Falconi	Yes	10987
Marcelo Huenchucona	No	10987
Claudio Vidal	No	10987
Farzane Fallahati	Yes	10988
Masoud Allame	No	10988
Zhencheng Fan	Yes	10989
Hong-Tao Fan	Yes	10990
Xin-yun Zhu	No	10990
Hong-Tao Fan	Yes	10991
Xin-yun Zhu	No	10991
Bing Zheng	No	10991
Mei Fang	Yes	10992
Bin Fang	Yes	10993
Xue-Zhi Li	No	10993
Maia Martcheva	No	10993
Li-Ming Cai	No	10993
Chunhua Fang	Yes	10994
Junjie Ma 0003	No	10994
Meiying Xiang	No	10994
A. P. Farajzadeh	Yes	10995
Somyot Plubtieng	No	10995
Kasamsuk Ungchittrakool	No	10995
D. Kumtaeng	No	10995
Jinxi Fei	Yes	10996
Zhengyi Ma	No	10996
Yuanming Chen	No	10996
Qinghua Feng	Yes	10997
Xingfang Feng	Yes	10998
Hanying Feng	No	10998
Huixuan Tan	No	10998
Zhiguang Feng	Yes	10999
Wenxing Li	No	10999
James Lam	No	10999
Fan Feng	Yes	11000
Zifa Wang	No	11000
Jie Li	No	11000
Gregory R. Carmichael	No	11000
Tao Feng	Yes	11001
Huaguang Zhang	No	11001
Yanhong Luo	No	11001
Hongjing Liang	No	11001
L. B. Feng	Yes	11002
P. Zhuang	No	11002
F. Liu	No	11002
Ian W. Turner	No	11002
Brigita Fercec	Yes	11003
Luisa Fermo	Yes	11004
Cornelis V. M. van der Mee	No	11004
Sebastiano Seatzu	No	11004
Manuel Fernández-Martínez	Yes	11005
Miguel Ángel Sánchez Granero	No	11005
Simone G. O. Fiori	Yes	11006
Firman	Yes	11007
Janson Naiborhu	No	11007
Roberd Saragih	No	11007
Iztok Fister Jr.	Yes	11008
Karin Ljubic	No	11008
Ponnuthurai Nagaratnam Suganthan	No	11008
Matjaz Perc	No	11008
Iztok Fister 0001	No	11008
Iztok Fister Jr.	Yes	11009
Matjaz Perc	No	11009
Salahuddin M. Kamal	No	11009
Iztok Fister 0001	No	11009
Elsa Leticia Flores-Márquez	Yes	11010
Alejandro Ramírez-Rojas	No	11010
Luciano Telesca	No	11010
B. J. Florio	Yes	11011
M. Vynnycky	No	11011
Sarah L. Mitchell	No	11011
S. B. G. O&apos;Brien	No	11011
Carlos M. da Fonseca	Yes	11012
Carlos M. da Fonseca	Yes	11013
Saïd Kouachi	No	11013
Dan A. Mazilu	No	11013
Irina Mazilu	No	11013
Carlos M. da Fonseca	Yes	11014
Fatih Yilmaz	No	11014
Farinaz Forouzannia	Yes	11015
Abba B. Gumel	No	11015
J. M. Franco	Yes	11016
Y. Khiar	No	11016
Luis Rández	No	11016
V. Fuka	Yes	11017
Toshio Fukushima	Yes	11018
Toshio Fukushima	Yes	11019
Toshio Fukushima	Yes	11020
Jirí Fürst	Yes	11021
Jaroslav Fort	No	11021
Jan Halama	No	11021
Jirí Holman	No	11021
Jan Karel	No	11021
Vladimír Prokop	No	11021
David Trdlicka	No	11021
Grzegorz Gabor	Yes	11022
Sebastian Ruszkowski	No	11022
Jirí Vítovec	No	11022
Sébastien Gaboury	Yes	11023
Richard Tremblay	No	11023
Manuel Gadella	Yes	11024
Héctor Giacomini	No	11024
L. P. Lara	No	11024
Akif D. Gadjiev	Yes	11025
Rashid A. Aliev	No	11025
Sorin G. Gal	Yes	11026
Bogdan D. Opris	No	11026
Xiao-Ting Gan	Yes	11027
Jun-Feng Yin	No	11027
M. Osman Gani	Yes	11028
Toshiyuki Ogawa	No	11028
Pei-wang Gao	Yes	11029
Weifeng Gao	Yes	11030
Lingling Huang	No	11030
Sanyang Liu	No	11030
Felix T. S. Chan	No	11030
Cai Dai	No	11030
Xian Shan	No	11030
Jianwei Gao	Yes	11031
Ming Li	No	11031
Huihui Liu	No	11031
Yali Gao	Yes	11032
Liquan Mei	No	11032
Jianfang Gao	Yes	11033
Fuyi Song	No	11033
Ming Gao 0006	Yes	11034
Li Sheng 0002	No	11034
Weihai Zhang	No	11034
Yuelin Gao	Yes	11035
Fei Wei	No	11035
Wenwu Gao	Yes	11036
Zongmin Wu	No	11036
Shang Gao	Yes	11037
Boying Wu	No	11037
Lijun Gao	Yes	11038
Dandan Wang	No	11038
Gang Wang	No	11038
Yuelin Gao	Yes	11039
Yongjian Yang	No	11039
Mi You	No	11039
Óscar J. Garay	Yes	11040
Yoshihiko Tazawa	No	11040
Salisu M. Garba	Yes	11041
Abba B. Gumel	No	11041
A. S. Hassan	No	11041
Jean M.-S. Lubuma	No	11041
José Manuel García-Calcines	Yes	11042
José Manuel Gutiérrez Jiménez	No	11042
Luis Javier Hernández-Paricio	No	11042
María Teresa Rivas Rodríguez	No	11042
M. Garcia-Martinez	Yes	11043
L. J. Ontañón-García	No	11043
Eric Campos-Cantón	No	11043
Sergej Celikovský	No	11043
José Luis Galán García	Yes	11044
Gabriel Aguilera Venegas	No	11044
María Ángeles Galán García	No	11044
Pedro Rodríguez Cielos	No	11044
Faroogh Garoosi	Yes	11045
Leila Jahanshaloo	No	11045
Mohammad Mehdi Rashidi	No	11045
Arash Badakhsh	No	11045
Mohamed El-Sayed Ali	No	11045
F. Garoosi	Yes	11046
Mohammad R. Safaei	No	11046
Mahidzal B. Dahari	No	11046
K. Hooman	No	11046
Lino G. Garza	Yes	11047
Luis E. Garza	No	11047
Francisco Marcellán	No	11047
Natalia C. Pinzón-Cortés	No	11047
Ganga Ram Gautam	Yes	11048
Jaydev Dabas	No	11048
Bogdan Gavrea	Yes	11049
Ioan Gavrea	Yes	11050
Mircea Ivan	No	11050
Fudong Ge	Yes	11051
Chunhai Kou	No	11051
F. Z. Geng	Yes	11052
S. P. Qian	No	11052
M. G. Cui	No	11052
Alf Gerisch	Yes	11053
Andreas Naumann	No	11053
Jörg Wensch	No	11053
Young Hee Geum	Yes	11054
Young Ik Kim	No	11054
Beny Neta	No	11054
Young Hee Geum	Yes	11055
Young Ik Kim	No	11055
Beny Neta	No	11055
Mehdi Ghasemi	Yes	11056
Mojtaba Fardi	No	11056
R. Khoshsiar Ghaziani	No	11056
J. Ghazanfarian	Yes	11057
R. Saghatchi	No	11057
D. V. Patil	No	11057
Bapan Ghosh	Yes	11058
Frédéric Grognard	No	11058
Ludovic Mailleret	No	11058
Stefano Giani	Yes	11059
Stefano Giani	Yes	11060
Amparo Gil	Yes	11061
Javier Segura	No	11061
Nico M. Temme	No	11061
Edward Gimadi	Yes	11062
Elçin Gökmen	Yes	11063
Osman Rasit Isik	No	11063
Mehmet Sezer	No	11063
Emadaldin Mohammadi Golafshani	Yes	11064
Ahmad Golbabai	Yes	11065
Ahmad Nikpour	No	11065
Antonio Gómez-Corral	Yes	11066
M. López García	No	11066
Benxue Gong	Yes	11067
Hongxing Rui	No	11067
Giulio Gori	Yes	11068
M. Zocca	No	11068
M. Garabelli	No	11068
Alberto Guardone	No	11068
Giuseppe Quaranta	No	11068
Tian-Xiang Gou	Yes	11069
Hong-Rui Sun	No	11069
Márcio R. A. Gouveia	Yes	11070
Jaume Llibre	No	11070
Douglas D. Novaes	No	11070
Nicolin Govender	Yes	11071
Daniel N. Wilke	No	11071
Schalk Kok	No	11071
Meenu Goyal	Yes	11072
Vijay Gupta	No	11072
P. N. Agrawal	No	11072
Mário M. Graça	Yes	11073
Pedro Miguel Lima	No	11073
Said R. Grace	Yes	11074
David Greenhalgh	Yes	11075
Sourav Rana	No	11075
Sudip Samanta	No	11075
Tridip Sardar	No	11075
Sabyasachi Bhattacharya	No	11075
Joydev Chattopadhyay	No	11075
Petr Gregor	Yes	11076
Riste Skrekovski	No	11076
Vida Vukasinovic	No	11076
Sebastian Grillo	Yes	11077
Gerardo Blanco	No	11077
Christian E. Schaerer	No	11077
Luka Grubisic	Yes	11078
Antonia Grbic	No	11078
Haibo Gu	Yes	11079
Juan J. Trujillo	No	11079
Hongjian Guo	Yes	11080
Lansun Chen	No	11080
Xinyu Song	No	11080
Rui Guo	Yes	11081
Yue-Feng Liu	No	11081
Geyang Guo	Yes	11082
Shujuan Lü	No	11082
Bo Liu	No	11082
Zhengguang Guo	Yes	11083
Shengrong Liu	No	11083
Weiming Wang	No	11083
Shuli Guo	Yes	11084
Irene Moroz	No	11084
Lina Han	No	11084
Wenfang Xin	No	11084
Xianjia Feng	No	11084
Yong-Feng Guo	Yes	11085
Ya-Jun Shen	No	11085
Jian-Guo Tan	No	11085
Yongxia Guo	Yes	11086
Guangsheng Wei	No	11086
Ruoxia Yao	No	11086
Fei Guo	Yes	11087
Li Yan	No	11087
Run Wang	No	11087
Xixiong Guo	Yes	11088
Jieke Yao	No	11088
Chengwen Zhong	No	11088
Jun Cao	No	11088
Tian Liang Guo	Yes	11089
KanJian Zhang	No	11089
Dongsheng Guo	Yes	11090
Yunong Zhang	No	11090
Hui Guo	Yes	11091
Qinghua Zhang	No	11091
Jichao Wang	No	11091
Vijay Gupta	Yes	11092
G. C. Greubel	No	11092
Vijay Gupta	Yes	11093
Neha Malik	No	11093
Vijay Gupta	Yes	11094
Themistocles M. Rassias	No	11094
A. K. Gupta	Yes	11095
Santanu Saha Ray	No	11095
César Gutiérrez	Yes	11096
Bienvenido Jiménez	No	11096
Vicente Novo	No	11096
Gabriel Ruiz Garzón	No	11096
Robert Gutt	Yes	11097
Teodor Grosan	No	11097
István Györi	Yes	11098
Ferenc Hartung	No	11098
Nahed A. Mohamady	No	11098
Henryk Gzyl	Yes	11099
Pierluigi Novi Inverardi	No	11099
Aldo Tagliani	No	11099
Ashkan Hafezalkotob	Yes	11100
Ahmad Makui	No	11100
F. Khaksar Haghani	Yes	11101
D. D. Hai	Yes	11102
Chuanxi Qian	No	11102
Harri Hakula	Yes	11103
V. Kaarnioja	No	11103
Mikael Laaksonen	No	11103
D. A. Hammad	Yes	11104
M. S. El-Azab	No	11104
D. A. Hammad	Yes	11105
M. S. El-Azab	No	11105
Alaa E. Hamza	Yes	11106
Karima M. Oraby	No	11106
Xuli Han	Yes	11107
Xuli Han	Yes	11108
Xuli Han	Yes	11109
Qixing Han	Yes	11110
Daqing Jiang	No	11110
Zhenlai Han	Yes	11111
Hongling Lu	No	11111
Chao Zhang	No	11111
Houda Hani	Yes	11112
Moez Khenissi	No	11112
Shin Harase	Yes	11113
S. Harikrishnan	Yes	11114
P. Prakash	No	11114
Juan J. Nieto	No	11114
J. Harjani	Yes	11115
J. Rocha	No	11115
Kishin B. Sadarangani	No	11115
Petr Hasil	Yes	11116
Michal Veselý	No	11116
M. M. Hassan	Yes	11117
M. A. Abdel-Razek	No	11117
A. A.-H. Shoreh	No	11117
Abdullo Rakhmonovich Hayotov	Yes	11118
Gradimir V. Milovanovic	No	11118
Kholmat Mahkambaevich Shadimetov	No	11118
Yuan He 0005	Yes	11119
Serkan Araci	No	11119
H. M. Srivastava	No	11119
Mehmet Açikgöz	No	11119
Yedan He	Yes	11120
Changfeng Ma	No	11120
Bin Fan	No	11120
Dongdong He	Yes	11121
Kejia Pan	No	11121
Xiaoyan He	Yes	11122
Qingyun Wang 0001	No	11122
Wenwu Yu	No	11122
Xiaoyan He	Yes	11123
Qingyun Wang 0001	No	11123
Wenwu Yu	No	11123
Christopher M. Heggerud	Yes	11124
Kunquan Lan	No	11124
Djordje Herceg	Yes	11125
Dragoslav Herceg	No	11125
A. Hernández	Yes	11126
M. Lattanzi	No	11126
Néstor Thome	No	11126
