:START_ID(Author)	:END_ID(Article)
Pankaj Kumar Sen	10290
Yuan Dong	10645
Rafael C. Santiago	19559
Xuewen Rong	1547
Qixu Wang	10400
Wojciech Giernacki	6018
Junfeng Lu	14562
Michal Gregus	1316
Nak Yong Ko	14365
Federico Alimenti	14639
Ali Raza Butt	11924
Ziyu Guo	18186
Tullio Vardanega	6924
Jiajun Liang	14807
Xiaoyi Wang	2301
Hailong Zhang 0004	3197
Hiroki Matsutani	3115
Jyri Hämäläinen	8035
Linmei Jiang	14213
Giovanni Giusfredi	1692
Angelos Antonopoulos	2607
Marco Carletti	14796
Stephen S.-T. Yau	15963
Godfrey Anuga Akpakwu	5575
Matthew Partridge	11586
Andrew D. Maxwell	16172
Biswanath Mukherjee	5068
Chi Yung Chung	7872
Jiayi Yang	13267
Quanle Liu	2777
Hyo Jin Kang	17353
Douglas J. Kurrant	5658
Kinkar Chandra Das	8355
Leandro Tavares Bruscato	15945
Herwin L. D. Horemans	108
Yu. V. Maslennikov	5065
Manuel Figueroa	7743
Guido Ala	9944
Rüdiger Haas	11777
Tatsuya Harada	3184
Kazuaki Yamaguchi	16095
Pierre de Vries	18465
María Karen Cortés Verdín	2409
Wenguang Jin	3203
Sudipta Ghosh	6254
Malik Ali Judge	7307
Noboru Asahi	14704
Khosrow Maleknejad	17166
Douglas Weeks	17682
Olga Krestinskaya	19531
Samah Aloufi	5840
Zhigang Fan	2581
Sayan Sen Sarma	6874
Feng Li 0006	7906
Qammer Hussain Abbasi	3795
Jürgen Kurths	4513
Shingo Kato	4852
Robert Jakubek	3723
Stefano Gualeni	8708
Madhu Babu Sikha	3243
Guillaume Cortes	15226
Romain Chevillon	12063
Lujie Zhang	9758
Amitabha Sanyal	11101
Shu-Hsien Liao	2452
Jordi Espina	12608
Sepehr Assadi	15065
Philippe Poure	17082
Chuguang Zheng	5846
Mostafa Elzoghby	17564
Xiaole Ma	12981
Paolo Minotti	16337
Yuanchun Zhou	4166
Rui Dinis	11032
Youwei Yao	1553
Inbok Lee	6910
David Butler 0003	13738
Jason L. Deglint	7553
Chen Shen	8666
Jun Pei	6708
Dongsong Zhang	3333
Alber Filba-Martinez	5317
Anas A. Al-Roubaiey	12829
Demercil de Souza Oliveira	19527
Uma Rani T. M	17175
Hesam Odin Komari Alaei	14291
Levente Buttyán	2504
Tejas Khot	16053
Roberto Oberti	4045
Jiyuan Chen	110
Paul Lindner	14253
Muchao Xiang	15573
Xu Chen 0010	19248
Dimitris Gritzalis	16077
Ana L. Hernandez	6221
Muhammad Waqas	12400
Guo Xu	14047
R. Simon Sherratt	6087
Xinyan Yu	9887
Albrecht Gensior	19430
Sangchun Shim	8412
Xiaoyu Jiang	7544
Jianhui Yao	10463
Luo Liu	1799
Matthew Ooi	12537
Fernando Abraham Fausto Martinez	8133
Zhi-Wei Liu	4801
Xiaobing Ma 0001	8960
Wimol San-Um	5185
Yen-Chen Lai	15181
Stefan C. Mancas	3285
Chang-Feng Ma	18711
Pavel Rajmic	1236
Jong Pil Kim	6945
Mohammed Atiquzzaman	12768
Jacek Jankowski	8933
Misgana Bayetta	13354
Mudassar Ahmad Mughal	15383
Zhanwei Yu	19032
Xiaohua Gu	17290
Patrick Waibel	18121
Hyun-Woo Sim	18348
Hongil An	18901
Nikolaus Correll	9200
Uyangaa Khuchit	2039
Cesar U. Solis	12112
Andreas Leuenberger	11445
Sylvain Kuoch	4444
Siew-Chong Tan	8760
José M. F. Moura	4637
Rachid El Azouzi	13983
Xianchao Zhao	14194
Sitan Cao	19741
Jinguang Han	1596
Mohsin Iftikhar	7664
In-Soo Kim	10290
Hua Wang	19872
Marc A. Benninga	8048
Douglas C. Creighton	1922
Connor McLaughlin	6038
Ion Marghescu	18694
Adrián Pérez	3146
Mohammad Akbari	13318
Nandini J. Warrier	14034
Nikita Uzhegov	8039
Luis Arias	8476
Novino Nirmal A.	14251
Byung-Gyu Kim	16366
Jan Stärz	16555
Sanjeev Mk	13940
Mohamad Fadli Zolkipli	18655
Óscar Mealha	3885
Mohammad Hasanzadeh-Mofrad	15094
Tommaso Dattoma	7616
Muhammad Aksam Iftikhar	3426
Paolo Mantovani	10670
Jakub Siast	18977
Xiaolin Li	6951
Y. Sinquin	10792
Zida Xiao	6970
Sadegh Mansouri Moghaddam	680
Chuan Li	16526
Bitan Banerjee	6905
Jamal Beiranvand	17655
Hisayuki Sasaki	2336
Devon David Hansen	6496
Christian Brauner	11388
Pawel Lubniewski	12971
Patricia Acosta-Vargas	11512
Helala AlShehri	19088
Thomas Pock	5990
Ana M. Bernardos	4246
George Kalfas	5011
Yuhao Wang	5440
Jiqiang Kang	8428
Nicola Basilico	11313
T. Aaron Gulliver	101
Panagiotis Apostolellis	18134
Yusuke Miki	2463
Satoshi Ohzahata	9640
Jianxing Liu	8120
Cristina Stoica Maniu	15129
Wenfeng Shen	13625
Boumediène Chentouf	18672
Vesna Crnojevic-Bengin	3596
Mohammad Abdul Qadir	18254
Dusik Park	12037
Yanqin Zhu	14534
Fei Deng	19451
Carolina M. Affonso	3622
Mujeeb ur Rehman	6746
Gustavo Alfonso Garcia Ricardez	9155
Antonio Giménez-Fernández	9015
Constantin Brosda	11590
Xiaohu Ge	5310
Kaj-Mikael Björk	11566
Marco Antonio Rodríguez-Blanco	14770
Qihao Yan	15115
Álvaro Deibe	16318
Pulak Purkait	7988
Tamer Kamel	1716
Hongfei Fan	7879
Jun Yoneyama	11976
Kanggu Park	2202
Giuseppe Guidi	3255
Qian Jin	11310
Hongbo Wang	12339
Glenn Daneels	13669
Sepideh Hashemzadeh	2427
Lukás Richtár	2801
Mario Ramirez-Neria	5603
Ryan Ahmed	7015
Xiao-Kun Du	4476
Zainulabideen J. Khalifa	10177
Md Rifat Shahriar	6011
Jingning Chen	16505
Gaofeng Pan	13919
Yanchun Liang 0001	11703
Yuanyuan Wang 0003	15589
Andrew D. Rice	16141
Chen Lv	12180
Chuan-Sheng Chiou	3592
Wen-Ching Chiu	6915
Dao-Guo Yang	13447
Youssef Iraqi	14107
Eli Plewka	3458
Kim Blackburn	9423
Nathan Salowitz	10857
Jens Herder	19439
Antti Oulasvirta	872
Alberto Simioni	9077
Xióngbiao Luó	6954
Antonio Lázaro	19859
Almanzor Sapena	2955
Raúl Fernández-García	4654
Abhishek Das	13479
Tommaso Pirini	9154
Muhammad Talha	15016
Sander Oude Elberink	3138
Jiang Zhu 0001	12919
Guillaume Parry	17133
Furkan Ahmad	1642
Stephanie Rosenbaum	12334
Salete Esteves	4834
Yuji Iwahori	8855
Jaime López-Araquistain	14483
Changho Choi	16519
Tamer AbuHmed	11763
Venkatesulu M.	18334
Tengyun Wang	13154
Feng-Ping An	10166
Ziran Xing	796
Nguyen T. Nguyen	4450
Matthias Wegener	12889
Wolfgang Ketter	16850
Pedro Peris-Lopez	16194
Francisco Aguilera	13511
Anna Moroni	8257
Sheng Xu	10978
Vincenzo Marletta	7247
Xiaobin Mu	15158
Michael R. Corson	1597
Shogo Okamoto	8457
Asif Iqbal	16441
Okyay Kaynak	19577
Fabiola Maffra	9758
Tao Yang 0006	5200
Ming Zhang 0012	19792
Ebrahim A. Al-Fakih	8318
Cheng Chen	11603
Qing Cai	19048
Frantiek Liptak	3174
Spyros Vosinakis	7065
Indu John	6775
Gospava B. Djordjevic	6840
Wolfgang A. Vitale	11033
Léa Di Cioccio	12422
D. Mahinda Vilathgamuwa	16000
Ondrej Cíp	17666
Betsy James DiSalvo	10073
Ariane Laplante-Lévesque	14274
Zinia Tabassum	8852
Xiaocong Li	15779
Michal Krízek	19034
Marcos Tavares	19396
Obada Al Zoubi	13679
Giovanna Capparelli	7166
Georges Humbert	5128
Dmitri B. Papkovsky	11635
Elise C. Fear	11657
Haoran Chen	2313
Antonio Camacho	14507
Dawid Mieloch	7956
Xiaoyan Hu	13842
Kuang-Min Lin	561
Jon Gutiérrez	5929
Ahmad A. Darweesh	6698
Trina S. Myers	2855
Morten H. Laursen	5358
Abdullah Aljumah	8463
Gilberto Berardinelli	984
Antonio Bueno-Martinez	9300
Rajashekhar C. Biradar	12637
Jirui Li	391
Giovanni Acampora	2286
Matteo Gatti	5262
Luoming Meng	14025
Hao Zhang	2097
Jinsong Yang	13544
Concetta Pragliola	3084
Alberto Cano 0001	19003
Italo Dacosta	1668
Marjan Alirezaie	4254
Johann Reger	9041
Nikolay V. Kuznetsov	3110
Kristin Taraldsen	7528
Yuqing He	9639
Boleslaw Z. Kacewicz	11606
Mohammed Zakariah	16711
Zongwei Liu	14357
Ramin Katebi	4492
Young Ho Lee	6019
Ren Ping Liu	17116
Seela Veerabhadreswara Rao	445
Shunsuke Saruwatari	729
Yang Koo Lee	13399
Miguel Angel Sánchez Urán	4910
Yaying Dong	14934
Qingqing Liu	3189
Francesca De Filippi	3307
David Van Winkle	3628
Marcin Rybakowski	8914
Javier García de Jalón	9074
Mudassar Ahmad Mughal	12036
Ramey Youssef	17487
Timothy M. Chan	18378
Matthieu Schmittbuhl	4267
Tat Joo Teo	16888
Daru Pan	19148
Yskandar Hamam	19404
Christoph Jahn	11164
Niv Dayan	3838
Shuuichi Kariyazaki	2157
Shuo Wang 0001	18507
Arnuparb Limpastan	318
Bin Li 0011	19182
Xueying Ding	13832
Christian Haas 0001	16608
Jean-Claude Vannier	18971
Bihe Yuan	14343
Rosemberg Silva	3597
Kevin Vandersmissen	18565
Leonardo Ayala	5055
Marek B. Zaremba	3043
Johanna Heinonen	2937
Dauw-Song Zhu	8604
Chunting Chris Mi	2065
Andreas Bulling	17457
Kui Jia	684
Roberto Cusani	16359
Gary Thompson	7998
Emanuele Taralli	14643
Ai-ichiro Sasaki	2390
Soledad Escolar	4509
Hendro Agus Santoso	3514
Stanislav Ivanov	5646
Mohammed S. BenSaleh	16084
Zhao Li	7648
Weiyi Luo	9323
Zhang Zuo	13667
Vicent Pla	19656
Thomas Hulin	17534
Mehmet Çevik	11093
Terng-Yin Hsu	8663
Harris Perakis	18948
Fu-Chang Chen	12764
Qian Song	4046
Jing Liu 0004	2894
Hongjia Li	5918
Bum-Joo Lee	13887
K. T. M. U. Hemapala	7155
Jin-Gang Yu	10748
Chu-Ren Huang	11484
Xin Lv	871
Sam Fowler	14637
Ignacio Gonzalez Prieto	12156
Ajay Jain	14852
Zhi-Qiang Zhang 0001	18834
Qiao Zhu	15801
Laura Fiorini 0001	18496
Hongliang Liang	10141
Inam Ullah Nutkani	4134
Yongsheng Ding	10599
W. Y. Choo	15089
Preeti Bansal	11610
Prosper Kanyong	8441
Wanneng Yang	7639
Tingdi Zhao	13405
Ming-Bao Huang	303
Mitchell R. LeRoy	10427
Mumtaz Riyasat	2890
Claudia Eckert 0001	895
Hui Tian 0002	14882
Yunyun Dong	14848
Yuhao Wang	1393
Paul Anthony Haigh	409
A. Marotta	6237
Youngchul Bae	4729
Shizue Matsubara	9016
Adalberto L. Simeone	15767
Steven De Haes	1074
Yue Mi	13616
Huihui Zhou	19464
Daniel M. Jones	1348
Antonio Cellini	11188
Zhen Cong Tee	3848
Antonio D. Masegosa	912
David Díaz-Martín	6314
Stefano Serra Capizzano	12452
Laizhong Cui	3547
Zhifeng Liu	7056
Andrea Benigni	12359
Harold Philipsen	3389
Miguel F. Escalante	14729
Ning Wang 0001	580
Kangpei Yuan	3107
Roland Himmelhuber	4929
Florian Kurpicz	15461
Chee Leong Teo	16396
Youjia Chen	8641
Yujing Li	15128
Mohammad Vahid Jamali	4264
Tamal Das	13228
Ko-Wen Jwo	13981
Chuan-Che (Jeff) Huang	16128
Lukasz Sajewski	18862
Joonho Kwon	19676
Young-Ji Byon	11768
Jau-Ching Lu	11866
Kavita Bala	4739
Katherine Isbister	13404
Yung-Cheol Byun	18559
Morito Matsuoka	1535
Josue Nathan Martinez-Castelan	11753
Anyong Hu	9528
Javier García Zubía	12457
Andrés Ortiz	11479
Caspar J. H. Heefer	16383
Salwani Abdullah	18306
Mathieu Boussard	18575
Jun Yi	6385
Sebanjila Kevin Bukasa	12464
Young-Seob Jeong	16916
Omid Taghizadeh	13005
Keiji Iramina	1966
Lianshan Yan	10462
Muhammad Najam-ul-Islam	9299
Yanwen Jiang	14062
Eva de Laat	10951
José Alvaro de Paiva	2968
Dong-Joo Lee	10335
Rafal E. Dunin-Borkowski	18163
Meicong Li	16571
Masaru Ohkubo	19480
Canghua Jiang	12134
Mario Martínez	3585
Daisuke Kondo	9388
Y.-P. Eric Wang	17449
Shuichi Kurabayashi	6475
Wayne W. Weaver	5983
Jiaolong Xu	19497
Jiajia Liu	17863
Georges Kouroussis	12609
Cong Chen	11725
David Chaves-Díeguez	2711
Shenlong Wang	4235
Itti Bist	1281
Michael B. Steer	13430
S. Alireza Davari	10975
Claudio Schifanella	13926
M. Tahar Kechadi	6753
Fangfang Liu	16200
Naresh Vemishetty	2484
Tatsuya Oyanagi	14108
Zachary Chase	14497
Edmundo Monteiro	5711
Thang Cao	17429
Driss Lahem	4311
Yigal Leiba	2600
Runhe Huang	13108
Alexander Plopski	17147
Francisco Romero	17821
Dong-Ho Kim	14134
Francis N. Nwebonyi	19543
Taruna Kadian	7820
Zhaozheng Hu	3002
Nicholas F. Polys	7457
Karolina Bezerra	3500
Luo Zhang	13380
Daniel L. Ewert	9325
Gholamreza Moradi	5882
Shaohang Zhao	1354
Mohammad Daisy	1712
Richard Demo Souza	13574
Ashok Sharma	11643
Rentong Chen	15190
Per Zetterberg	3055
Zhizhuo Zhao	18106
Young-Seok Jin	12911
Jean Carlos Cardozo da Silva	11973
Basant Subba	16917
Yongxiang Zhang	2092
Javid Kashefi	6174
Anna Hristoskova	17581
Hakan Urey	5806
Nasim Uddin	19378
Jing Chen 0004	18660
Adnan Mahmood	12688
Kee-Young Yoo	3230
Dipankar Raychaudhuri	12106
Carles Navarro Manchon	11057
Martin P. Foster	13478
Norbert Strobel	11262
Mingsheng Shang	15809
Xiaolin Tang	10959
Mingjun Wang	9611
Shlomo Zilberstein	1569
Hoang M. Le	6869
Takafumi Hayashi	12298
R. K. Mohanty	18431
Takeo Igarashi	1503
Miaoran Wang	18904
Kunxia Wang	7778
Abdelaziz Bouras	14331
Yongjae Lee	8006
Ke Zhao	14688
Dionysis Athanasopoulos	1421
Radu Bojoi	6832
Xiaoge Cao	9266
Spasoje Milorad Miric	7476
Ryuka Ko	16776
Nicola Bazzanella	8624
Kuo-Chin Fan	11385
Yuancheng Zhao	550
Fu-Rong Feng	7797
Yu-Chu Tian	3909
Wei-Tsung Lin	10489
Marek Domanski	17329
Xiaodong Yang	10001
Thomas Neel	6273
Neha Bansal	13313
Shi-Yuan Han	15454
Jiawei Han 0003	684
Guangyan Zhang	10651
Ravi Kadlimatti	8236
Fabio Dentale	13650
Jerry Liu	16990
Chris Speed	14709
Jin-Ghoo Choi	19115
Fabio Casati	19559
JaeHyu Kim	1344
Michelle O&apos;Keeffe	5491
Ben Ma	1340
Zhihai Jiang	2792
Rustam M. Vahidov	11249
Zijia Huang	13637
Danhua Wen	597
Zhiyong Chen 0003	15555
Ted H. Szymanski	177
Geol Moon	19866
Ahmed Amamou	15529
Wenlong Fu	10128
M. Carmen Fernández Gago	6298
Khaled Issa	11178
Michael Scharfschwerdt	15578
Yolanda Rodriguez-Vaqueiro	16463
Juri Papay	13824
Prabhakar V. Vemavarapu	17520
ZhengQuan Li	6586
Fengchi Sun	7829
Shiu-Wan Hung	10849
Ami Eidels	3646
Cinzia Caliendo	2973
Nattapon Harnsamut	10785
Masayuki Sato 0001	14284
Jan G. Pieters	13485
Guilherme Gindri Pereira	18889
He Guo	7779
Wali Mohammad Abdullah	15377
Michihiro Horie	8732
Marco P. Silva	17488
Bin Ran	2110
Yi Du	14766
Fuh-Der Chou	14822
Guoliang Ma	7979
Keshav Prasad	13779
Zhiqiu Huang	15233
Ryota Koshiyama	2615
Hong-Yuan Li	16380
Joseph Yuen	14653
Yaqin Zhou	8628
Bingbo Gao	5457
Duc Anh Duong	14191
Shujun Li	5232
Muhammad Saleem Khan	2919
Stefan Roels	14875
Elisabetta Marini	15480
Iztok Fister 0001	17140
Denise Demirel	14717
Haiwen Liu	193
Piotr Zórawski	2090
Jesus Banqueri	6524
Xia Zhang	9823
Anthony Maeder	8049
Andreas Geiger	8937
Bastien Jacquet	14295
Tassadaq Hussain	17340
Alexander Mayor	5895
Ping An	10158
Nghia Trong Dinh	10643
Ouassila Labbani	4280
Elie de Panafieu	15811
Anestis Koutsoudis	9155
Jan Halama	10559
Rahman Lavaee	11651
Xin-He Miao	5377
Aroa Lizondo	3754
Gonçalo Mestre	1545
Alexey Varezhnikov	12322
Danilo Caivano	4884
Jian Xiong	14788
Henrich C. Pöhls	432
Samuel Guillemin	16027
Qian Meng	15799
Samar Tawbi	5081
Bong Gill Choi	8371
Robert E. Mercer	836
Ricardo Resende	14625
Jingang Lai	19564
Katharina Breininger	19848
Hai Wang 0003	6218
Zhongkai Zhao	3353
Paul J. McCullagh	13790
Cong Feng	14864
Ionut Damian	1787
Oganeditse A. Boikanyo	8248
Nigel Houlden	5149
Fumihito Arai	16065
Songlin Zhang	5760
Huseyin Atakan Varol	17938
Jagat Jyoti Rath	10930
Shambhu N. Sharma	17262
Ching-Fang Hsu	2482
Weidong Geng	19269
Bo Feng	17537
Rui Wang	2655
Jae-Yeal Nam	9330
Roberto Mirizzi	16302
Yipeng Song	246
James L. Cale	6345
Raphael Wigoutschnigg	5330
Kamil Kowalczyk	8211
Afrah A. N. Abdou	2436
Philip Lundrigan	2103
Yuya Atagi	15477
Swapnam Bajpai	9828
Changhyun Lee	16426
A. P. Misra	6964
Sanxing Cao	7038
Geethi Krishnan	12962
Yi Qian	4453
Yong Wang 0015	9370
Katja Auernhammer	7004
Susanne Boll	7348
Ahmed Alkhateeb	19696
Pratyush Kumar	15153
Terje Tjelta	5462
Frédéric Klopcic	16083
Yahong Zheng	4300
Xing Tan	16546
Lili Yu	12782
Yibo Fan	3978
Ala Hamarsheh	9143
Xiao-Feng Li	14975
Dustin Peterson	10028
Ana M. Bernardos	6764
Pao-Ann Hsiung	6001
Prabhakar Kudva	4618
Jing Zhao 0005	5181
Ivo Barbi	1924
Oliver Kierepka	2866
Abhijeet Dubey	7745
Aart Middeldorp	14538
Wolfgang Kastl	3146
Khursheed J. Ansari	5808
Lim Yan Peng	19871
Mihai Ciobotaru	2458
Chao Wu 0001	16828
Michael Goul	11156
Giovanni Emanuele Corazza	637
Amanda Veal	10201
Leire Azpilicueta	12250
Felix Matuschke	4778
Zhihong Fu	5587
Masaki Torimura	1480
Luis Enrique Acosta	6404
Jing-Hui Hu	14179
Zi-Jun Jia	14384
Abdallah Makhoul	9232
Claudio Enrique Fernandez-Rodriguez	14097
Alan Mathewson	9400
Jun Yang	17080
Lidong Zhu	718
Mohammad Reza Zolghadri	9228
Faramarz Jahani	9462
Mohamed Trabelsi	11146
Ming Lei	2115
Hayato Watanabe	875
Ziran Xing	8150
Shujian Wang	14490
Gonzalo Safont	255
Charles-O. Normandeau	19229
Shinji Koka	12122
Toshihiko Kato	2440
Dengfeng Sun	11729
Jiahong Wu	2814
Naoki Ishikawa	7460
Faizan Ali	13793
Tanyue Zeng	5757
Oskar Wallmark	9373
Chaoqun Guo	9605
Te Ma	6591
Haralambos Sarimveis	15775
Baoliang Wang	1916
Dong Liu	3618
C. K. Bruce Wan	12127
Jin Lai	19345
Gabino Padrón	12807
Huangjing Lin	6329
Xiaonan Song	7628
Yuichi Sato	3105
F. Lefebvre	9218
Wissam Mallouli	17774
Alba Amato	6628
Na Zhao	10826
Guixia Kang	11174
Pierre Gérard	5875
Marco Mussetta	10669
Daming Zhou	11390
Stefan Arseni	2768
Rogério de Lemos	14358
João P. Vilela	16659
Akinori Hosoyamada	4673
Wen-Yu Chuang	14780
Marco Di Renzo	17885
Ebrahim Ghafar-Zadeh	16343
Yuto Lim	7012
Helal Chowdhury	6437
Jörg Wensch	13664
Brandon Van Hecke	4033
Claudio Sartori 0001	9589
Dongdong Mu	18897
Baodong Ma	11708
Krassimir D. Danov	19150
Eric Steegmans	8796
Zhihan Lv	4005
Yainuvis Socarrás Salas	13701
Giuseppe Martuscelli	17978
Kevin Bylykbashi	18670
Gillian M. McCarthy	4
Abhishek Roy	19128
Bettina Abendroth	6864
Tamio Tanikawa	12928
Roberto Jiménez	17172
Carmo P. Brás	18137
Dennis Michaelson	1636
K. Gopakumar	11751
Yong Xu	8073
Yu-Lun Chuang	9393
Jelle van Dijk	15521
Amira Alloum	17750
Sujie He	10152
Kenya Hayashi	3713
Van-Tu Ninh	15447
Daohui Zhang	9378
Alex D. L. Gray	18055
Taiki Ogata	18331
Guixia Kang	15658
Shigen Shen	7934
Si-Bo Chen	11889
Mao-Ting Chien	5624
Ole Grøndalen	7503
Jie Chen 0015	14921
Krzysztof Marciniak	16767
Antonella Ferrara	3816
Charisse M. Ramkissoon	5306
Tarendra Lakhankar	10448
Benno Heigl	5585
Yandong Zheng	3038
Mohan Rajesh Elara	14851
Yuehe Ge	918
Quan Chen 0003	18449
Olga Röttger	13994
Hsin-Piao Lin	1500
Ronggang Ni	1258
Eyüp Ömer Ölçüçü	1047
Yu-Kang Lo	14933
Xiang Chen	16123
Hongyuan Gao	4856
Youngmin Jeong	4716
Soumya K. Ghosh	3371
Matthias Wegener	16237
Luca Cecchinato	5541
Valentin G. Ivanov	14258
Yoshio Fukuda	4620
Haitao Chang	14584
Ivan Marsic	18516
Giuliano Langella	13905
Guixia Kang	14201
Tomoyuki Onuma	11769
Muhammad Burhan	7425
Hua-Lung Tsai	7649
Mi Jeong Kim	14399
Pierre-François Marteau	16215
Pu Zhao	18646
Kaori Ishii	14224
Mohsen Ahmadi	2638
Chiara Petrioli	17709
Jianxin Chen	2240
Tzu-Chin Lee	1955
Shoubin Chen	7794
Huiting Guo	10585
Seyed Raein Hashemi	1419
Yugen Yi	15121
Yu Cheng 0004	17100
Ken Suzuki	17436
Giovanni Serra	5242
Reto E. Koenig	1769
Marco Cadena-Roa	2106
Taixiong Zheng	7016
Oral Kaplan	13552
Wenxin Zhao	16505
Indu John	19199
Ivo M. Baltruschat	6057
Karima Akli-Astouati	13994
Ana Cristina Bicharra Garcia	14232
Shuang Chen	14873
Haoxuan Ma	12612
Huiquan Zhang	13704
Yujun Wen	13151
Yuka Miyake	10055
Ke Lan	13946
Ruirong Dang	9084
Danfeng Zhao	4724
Mengfan Wang	15610
Shaowen Bardzell	13059
Shigeki Hirobayashi	9237
Jean-Christophe Dunat	12120
N. Sowmiya	11017
Li Cai	1983
Masahiro Aoyagi	13906
Brian Cronquist	13288
Kensaku Asahi	8400
Xia Wan	14208
Daniel Carrillo	16470
Anna Felnhofer	8571
Svetlana V. Rogozina	1492
Hong Zhong 0001	13473
Waqar Aslam	3924
Hui Lin 0002	9049
Mikhail S. Derevyanko	16660
Yipeng Song	1703
Luisa Toscano	11322
Firas Khaled	18040
Nazatul Haque Sultan	1336
Bing Hu	4454
Ao Zhou	7194
Yongqiang Chen	505
Jun Wan 0003	15079
Steffi Agino Priyanka	10680
Jian Chen 0015	17478
Kiyoshi Kiyokawa	12324
Yuanjin Zheng	4547
Fernand Díaz-Franco	7742
Hong-Hee Lee	164
Jinjian Wang	1956
Zhou Li	19791
Haiying Zhang	15721
Wenjie Fang	4198
Piao Chen	18356
Seung-Hyun Kong	9754
Y. Sato	13777
Imtiaj Khan	7365
Jianyao Lv	11899
Kang-Yoon Lee	13178
Shahar Avin	12887
Jeni Paay	15505
Gwanggil Jeon	1662
Rubén Cuevas Rumín	4533
Hassan Maktuff Jaber Al-Ta&apos;ii	10309
Hua Geng	1398
Muhammad Ayaz	17974
Chung-Hung Tsai	13198
Guilherme Pedro Aquino	6694
Ghada Moussa Bahig	6688
Lea Terracini	12225
David Girbau	15608
Muhammad Awais Azam	10695
Michael M. Bronstein	10160
Xiaoping Mao	823
Stefanie Wuhrer	17102
Mahdi Ghasemi-Varnamkhasti	1289
Shahriar Badsha	6189
Yong Kang	11535
Daniel Legrand Mon-Nzongo	3814
Kun-Han Hans Tsai	4477
Ling-Yan Wang	6995
Roberto Marani	17604
Andrea Bianchi	14792
Graeme M. Burt	7771
Kweh Yeah Lun	2629
Ilio Catallo	19093
M. D. Rashid Hussain	8296
Jordi Espina	1630
David Altimira	7249
Yunfan Du	17022
Shigenori Inagaki	1718
Wenzhi Gao	7637
Jinyong Cheon	4109
Gerhard P. Hancke 0002	17459
Mehdi Karrari	12868
Sergio Goma	14790
Alexandros A. Stavdas	8978
Eman S. Alaidarous	11089
Paul Varkey	9143
Jose Luis Romeral Martinez	14699
Niels Buchhold	4921
Gongzhu Hu	6588
Shalei Song	3037
Feng Bu	18452
Ruizhou Wang	8030
Gabriele Magna	1875
Zhihao Shi	15985
M. Zembra	17338
Muhammed Fasil	8971
Muhammad Kashif	9013
Florian Korinth	7564
Serkan Eryilmaz	5916
Rafael Casquel	18327
Eya Barkallah	1108
Cecilia Pederzolli	16268
Bo Yang 0001	11989
Juan Pascual-García	2371
Anil M. Gore	19771
Sébastien Alzuaga	12905
Xin Deng 0002	14097
F. Serhan Danis	12442
Serhii W. Zabolotnii	8554
M. Cerdeira-Corujo	19714
Corina Sas	1651
Mazen A. R. Saghir	13458
Chandrika Mukherjee	9184
Chunhai Kou	17164
Adeel Anjum	17395
Bennett Hogg	8168
Alex Locher	16999
Vicenç Puig	18276
Tianchen Liang	16774
Roksana Muzyka	11923
Haris Gacanin	9108
Ariel Etinger	2539
Bhargav Voleti	434
Hamid Reza Karimi	12682
Wenxia Cui	7860
Jian Zhuang	16801
Ahmed Ibrahim	18735
Guillaume Doyen	17439
Fei Richard Yu	14193
Xiaoqiang Wang	13847
Bing Hu	4157
Sandeep Ameet Kumar	11307
Alessandro Chiesa	7927
Paris Liapis	12303
Lakshmi Narayana Suvarapu	11577
Taha Bouchoucha	14180
M. Lewandowski	16402
Andrew Calway	13464
Huicong Liu	4998
Wei Liu 0037	9994
Mahmood Lahroodi	15082
Frank van Harmelen	18848
Jared S. Ivey	4525
Ambarnath Banerji	15468
Young-Sik Moon	11245
Lisandro Zambenedetti Granville	18474
Jianpeng Wang	4797
Arne Bilzhause	12360
Matthew R. James	16173
Thorsten Nowak	11962
Meir Feder	16346
Pedro Lopes 0002	17934
T. Lejemble	76
Amin Fehri	7950
Matthew Gilliham	9233
Ming Dong	16051
Chunguo Liu	1323
Yeong-Sheng Chen	3374
Zhiyong Xiong	210
Chaogang Tang	4003
Zhanghui Liu	16446
Innokentiy Kastalskiy	15933
Jianfang Jiao	16164
Yeping Zhu	11553
Shoudao Huang	15299
Francesco Iannuzzo	16982
Kun-Han Hans Tsai	156
Zhifeng Dai	1171
Bota Bahethan	2980
Zhaohui Gao	3678
Eric Patterson	16799
Ihor Elperin	10500
Mohammadhossein Barkhordari	797
Renshuai Huang	16762
Arik Bergman	9050
Kasun Thejitha Karunanayaka	14267
Jinzhu Zhang	3555
Matthew J. Rubin	16237
Gang Lv	8037
Valentina Casola	19160
Michael H. Bierhoff	19025
Stelios Andreadis	15967
Thomas Grafenauer	5313
Rixin Ye	9860
Blanca Quintana	2052
Ran Mo	13623
Chenhuan Wang	8791
Qun Shi	3738
Asgeir Bjorgan	13418
Berna Bülbül	5403
Fadi M. Albatsh	16339
Yansheng Wu	19564
Useok Jeong	2908
A. B. M. Tariqul Islam	15370
Zhongmei Qin	16141
Yoon-Cheul Jeung	10592
Ivor Dulk	680
Jaehoon Jung	11513
Cuauhtemoc Acosta Lua	225
Pietro Ducange	5156
Yueh-Meei Jang	6159
Jun San Kim	10138
Carles Garrigues	11911
Zhenwei Liang	14250
Kimberly L. Ogden	14888
Ashish Kumar Jain	19846
Jian Chen 0005	12328
Simon Himmel	5593
James Y. Xu	3744
